record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,date,day_of_week
24925,2,8,1997,22,DM,F,37,43,1997-02-08,Saturday
24926,2,8,1997,22,DM,M,37,51,1997-02-08,Saturday
24927,2,8,1997,24,RM,M,17,11,1997-02-08,Saturday
24928,2,8,1997,12,DM,M,39,47,1997-02-08,Saturday
24929,2,8,1997,19,PF,M,17,8,1997-02-08,Saturday
24930,2,8,1997,18,RM,M,16,10,1997-02-08,Saturday
24931,2,8,1997,17,DM,M,35,53,1997-02-08,Saturday
24932,2,8,1997,1,DM,F,36,39,1997-02-08,Saturday
24933,2,8,1997,19,PB,F,27,30,1997-02-08,Saturday
24934,2,8,1997,1,DO,F,36,47,1997-02-08,Saturday
24935,2,8,1997,12,DM,F,38,49,1997-02-08,Saturday
24936,2,8,1997,21,RM,F,17,9,1997-02-08,Saturday
24937,2,8,1997,24,PM,M,21,24,1997-02-08,Saturday
24938,2,8,1997,1,DM,M,36,42,1997-02-08,Saturday
24939,2,8,1997,2,DM,M,34,44,1997-02-08,Saturday
24940,2,8,1997,19,PF,F,17,8,1997-02-08,Saturday
24941,2,8,1997,7,RM,M,17,9,1997-02-08,Saturday
24942,2,8,1997,1,DO,M,37,47,1997-02-08,Saturday
24943,2,8,1997,12,DM,M,38,44,1997-02-08,Saturday
24944,2,8,1997,7,OT,M,21,22,1997-02-08,Saturday
24945,2,8,1997,21,PF,M,15,7,1997-02-08,Saturday
24946,2,8,1997,1,DO,F,36,32,1997-02-08,Saturday
24947,2,8,1997,2,DM,M,36,50,1997-02-08,Saturday
24948,2,8,1997,19,PF,M,16,8,1997-02-08,Saturday
24949,2,8,1997,18,DO,M,35,27,1997-02-08,Saturday
24950,2,8,1997,23,PM,M,21,21,1997-02-08,Saturday
24951,2,8,1997,12,DM,M,37,40,1997-02-08,Saturday
24952,2,8,1997,23,RM,F,16,9,1997-02-08,Saturday
24953,2,8,1997,24,PE,F,19,20,1997-02-08,Saturday
24954,2,8,1997,1,DO,M,37,55,1997-02-08,Saturday
24955,2,8,1997,2,PM,M,20,23,1997-02-08,Saturday
24956,2,8,1997,12,DM,M,36,36,1997-02-08,Saturday
24957,2,8,1997,17,DM,M,38,48,1997-02-08,Saturday
24960,2,8,1997,2,PM,F,20,30,1997-02-08,Saturday
24961,2,8,1997,12,DM,M,36,42,1997-02-08,Saturday
24962,2,8,1997,1,DO,M,34,45,1997-02-08,Saturday
24963,2,8,1997,18,RM,M,18,12,1997-02-08,Saturday
24964,2,8,1997,18,RM,F,17,11,1997-02-08,Saturday
24965,2,8,1997,17,DM,M,38,43,1997-02-08,Saturday
24966,2,8,1997,22,DM,M,37,41,1997-02-08,Saturday
24967,2,8,1997,12,PF,M,16,9,1997-02-08,Saturday
24968,2,8,1997,12,DM,F,35,42,1997-02-08,Saturday
24969,2,8,1997,12,RM,F,17,9,1997-02-08,Saturday
24970,2,8,1997,17,DM,F,34,38,1997-02-08,Saturday
24971,2,8,1997,22,PF,M,16,7,1997-02-08,Saturday
24972,2,8,1997,1,DO,M,37,51,1997-02-08,Saturday
24973,2,8,1997,22,DM,F,37,42,1997-02-08,Saturday
24974,2,8,1997,19,RM,M,18,11,1997-02-08,Saturday
24975,2,8,1997,18,PF,M,15,7,1997-02-08,Saturday
24976,2,8,1997,17,DM,M,36,50,1997-02-08,Saturday
24977,2,8,1997,1,DO,F,37,50,1997-02-08,Saturday
24978,2,8,1997,17,DM,F,36,42,1997-02-08,Saturday
24979,2,8,1997,22,DM,F,31,20,1997-02-08,Saturday
24980,2,8,1997,2,RM,F,17,11,1997-02-08,Saturday
24981,2,8,1997,2,OT,M,20,24,1997-02-08,Saturday
24982,2,8,1997,12,DM,M,37,49,1997-02-08,Saturday
24983,2,8,1997,2,DO,M,35,35,1997-02-08,Saturday
24984,2,8,1997,21,PF,F,15,9,1997-02-08,Saturday
24985,2,8,1997,21,PF,M,16,9,1997-02-08,Saturday
24986,2,8,1997,7,PM,F,20,26,1997-02-08,Saturday
24988,2,8,1997,1,OT,M,20,29,1997-02-08,Saturday
24989,2,8,1997,17,DM,M,38,49,1997-02-08,Saturday
24990,2,8,1997,22,PB,M,28,42,1997-02-08,Saturday
24992,2,8,1997,2,PE,M,20,22,1997-02-08,Saturday
24993,2,8,1997,12,DM,M,36,51,1997-02-08,Saturday
24994,2,8,1997,12,DM,F,36,52,1997-02-08,Saturday
24995,2,8,1997,2,PB,M,28,37,1997-02-08,Saturday
24996,2,8,1997,7,OT,M,22,28,1997-02-08,Saturday
24997,2,8,1997,7,PM,M,20,11,1997-02-08,Saturday
24998,2,8,1997,1,DO,M,35,56,1997-02-08,Saturday
24999,2,8,1997,2,PB,F,27,38,1997-02-08,Saturday
25000,2,8,1997,19,PM,F,21,21,1997-02-08,Saturday
25001,2,8,1997,19,RM,F,16,11,1997-02-08,Saturday
25002,2,8,1997,17,PM,F,20,22,1997-02-08,Saturday
25003,2,8,1997,17,DM,M,34,41,1997-02-08,Saturday
25004,2,8,1997,22,DM,F,37,40,1997-02-08,Saturday
25005,2,8,1997,1,DO,M,36,49,1997-02-08,Saturday
25006,2,8,1997,1,DM,F,36,37,1997-02-08,Saturday
25007,2,8,1997,2,PB,M,26,43,1997-02-08,Saturday
25008,2,8,1997,12,DM,M,38,45,1997-02-08,Saturday
25009,2,8,1997,20,PF,F,15,7,1997-02-08,Saturday
25010,2,8,1997,1,DO,F,35,47,1997-02-08,Saturday
25011,2,8,1997,2,RM,M,17,10,1997-02-08,Saturday
25012,2,8,1997,19,RM,M,17,11,1997-02-08,Saturday
25013,2,8,1997,17,DM,F,34,46,1997-02-08,Saturday
25014,2,8,1997,2,DM,M,37,49,1997-02-08,Saturday
25015,2,8,1997,12,DM,M,36,51,1997-02-08,Saturday
25016,2,8,1997,12,DM,M,37,40,1997-02-08,Saturday
25017,2,8,1997,21,RM,M,17,10,1997-02-08,Saturday
25018,2,8,1997,22,DM,F,36,35,1997-02-08,Saturday
25019,2,8,1997,23,RM,M,17,12,1997-02-08,Saturday
25020,2,8,1997,2,PB,M,27,39,1997-02-08,Saturday
25022,2,8,1997,19,RM,M,17,12,1997-02-08,Saturday
25023,2,8,1997,23,RM,M,16,11,1997-02-08,Saturday
25024,2,8,1997,24,RM,F,17,11,1997-02-08,Saturday
25025,2,9,1997,4,PF,M,15,10,1997-02-09,Sunday
25026,2,9,1997,6,PB,F,27,34,1997-02-09,Sunday
25027,2,9,1997,9,DM,M,37,45,1997-02-09,Sunday
25028,2,9,1997,14,DM,F,37,43,1997-02-09,Sunday
25029,2,9,1997,8,DO,M,35,50,1997-02-09,Sunday
25030,2,9,1997,14,DM,F,36,45,1997-02-09,Sunday
25031,2,9,1997,15,RM,M,16,11,1997-02-09,Sunday
25032,2,9,1997,3,PM,M,20,22,1997-02-09,Sunday
25033,2,9,1997,4,RM,F,16,10,1997-02-09,Sunday
25035,2,9,1997,13,RM,M,17,9,1997-02-09,Sunday
25036,2,9,1997,3,DO,F,37,52,1997-02-09,Sunday
25037,2,9,1997,4,DM,M,36,51,1997-02-09,Sunday
25038,2,9,1997,3,DO,F,35,57,1997-02-09,Sunday
25039,2,9,1997,4,OT,M,19,25,1997-02-09,Sunday
25040,2,9,1997,13,RM,F,16,10,1997-02-09,Sunday
25041,2,9,1997,11,OT,M,20,25,1997-02-09,Sunday
25042,2,9,1997,14,DM,M,36,57,1997-02-09,Sunday
25043,2,9,1997,4,DM,F,38,40,1997-02-09,Sunday
25044,2,9,1997,4,DM,M,38,53,1997-02-09,Sunday
25045,2,9,1997,9,DM,F,36,52,1997-02-09,Sunday
25046,2,9,1997,16,RM,M,16,11,1997-02-09,Sunday
25047,2,9,1997,5,RM,F,17,11,1997-02-09,Sunday
25048,2,9,1997,6,DO,M,35,48,1997-02-09,Sunday
25050,2,9,1997,8,DO,F,38,48,1997-02-09,Sunday
25051,2,9,1997,14,DM,M,37,47,1997-02-09,Sunday
25052,2,9,1997,11,DO,M,34,57,1997-02-09,Sunday
25053,2,9,1997,6,OT,F,22,25,1997-02-09,Sunday
25054,2,9,1997,9,DM,M,35,47,1997-02-09,Sunday
25055,2,9,1997,3,RM,M,18,11,1997-02-09,Sunday
25056,2,9,1997,6,RM,M,17,10,1997-02-09,Sunday
25057,2,9,1997,11,OT,M,21,23,1997-02-09,Sunday
25058,2,9,1997,8,OT,F,20,23,1997-02-09,Sunday
25060,2,9,1997,4,DM,M,36,48,1997-02-09,Sunday
25061,2,9,1997,14,DM,M,34,39,1997-02-09,Sunday
25062,2,9,1997,16,RM,F,16,8,1997-02-09,Sunday
25063,2,9,1997,11,DO,M,36,51,1997-02-09,Sunday
25064,2,9,1997,4,DM,M,37,45,1997-02-09,Sunday
25065,2,9,1997,6,DO,F,35,46,1997-02-09,Sunday
25066,2,9,1997,14,DM,M,37,49,1997-02-09,Sunday
25067,2,9,1997,15,RM,M,17,9,1997-02-09,Sunday
25068,2,9,1997,11,DO,F,38,56,1997-02-09,Sunday
25069,2,9,1997,11,DM,M,37,43,1997-02-09,Sunday
25070,2,9,1997,10,RM,M,18,12,1997-02-09,Sunday
25071,2,9,1997,15,RM,M,17,10,1997-02-09,Sunday
25072,2,9,1997,4,DM,M,35,56,1997-02-09,Sunday
25073,2,9,1997,6,DO,M,36,55,1997-02-09,Sunday
25074,2,9,1997,14,DM,M,34,37,1997-02-09,Sunday
25075,2,9,1997,3,OT,M,20,23,1997-02-09,Sunday
25076,2,9,1997,9,DO,F,36,57,1997-02-09,Sunday
25077,2,9,1997,3,DO,M,37,49,1997-02-09,Sunday
25078,2,9,1997,9,OT,M,20,22,1997-02-09,Sunday
25079,2,9,1997,14,DM,M,36,47,1997-02-09,Sunday
25080,2,9,1997,4,OT,F,20,26,1997-02-09,Sunday
25081,2,9,1997,14,PM,M,20,19,1997-02-09,Sunday
25082,2,9,1997,5,DM,F,36,42,1997-02-09,Sunday
25083,2,9,1997,4,PF,F,15,7,1997-02-09,Sunday
25084,2,9,1997,5,PM,M,20,19,1997-02-09,Sunday
25085,2,9,1997,3,PB,F,27,35,1997-02-09,Sunday
25086,2,9,1997,8,DO,M,38,53,1997-02-09,Sunday
25087,2,9,1997,14,DM,F,36,46,1997-02-09,Sunday
25088,2,9,1997,5,DM,M,36,53,1997-02-09,Sunday
25089,2,9,1997,9,DM,M,37,54,1997-02-09,Sunday
25090,2,9,1997,8,DO,F,36,48,1997-02-09,Sunday
25091,2,9,1997,15,RM,F,16,10,1997-02-09,Sunday
25092,2,9,1997,10,RM,F,17,11,1997-02-09,Sunday
25093,2,9,1997,3,OT,F,21,24,1997-02-09,Sunday
25095,2,9,1997,3,DM,M,35,47,1997-02-09,Sunday
25096,2,9,1997,6,PF,M,16,8,1997-02-09,Sunday
25097,2,9,1997,11,DO,M,35,46,1997-02-09,Sunday
25098,2,9,1997,4,DM,F,36,47,1997-02-09,Sunday
25099,2,9,1997,11,RM,M,17,11,1997-02-09,Sunday
25100,2,9,1997,8,DM,M,34,39,1997-02-09,Sunday
25101,2,9,1997,9,DM,F,35,37,1997-02-09,Sunday
25102,2,9,1997,4,PF,M,15,9,1997-02-09,Sunday
25103,2,9,1997,4,DM,F,35,46,1997-02-09,Sunday
25104,2,9,1997,6,DO,M,33,52,1997-02-09,Sunday
25105,2,9,1997,14,DM,M,35,49,1997-02-09,Sunday
25106,2,9,1997,3,DO,M,33,52,1997-02-09,Sunday
25107,2,9,1997,6,PF,M,15,8,1997-02-09,Sunday
25108,2,9,1997,9,DM,F,36,43,1997-02-09,Sunday
25109,2,9,1997,5,DM,M,37,45,1997-02-09,Sunday
25110,2,9,1997,3,DO,F,34,45,1997-02-09,Sunday
25111,2,9,1997,14,OT,F,20,20,1997-02-09,Sunday
25112,2,9,1997,10,RM,M,17,9,1997-02-09,Sunday
25113,2,9,1997,6,PB,M,26,36,1997-02-09,Sunday
25114,2,9,1997,9,PM,F,21,18,1997-02-09,Sunday
25115,2,9,1997,8,DM,M,35,46,1997-02-09,Sunday
25116,2,9,1997,16,DM,M,36,51,1997-02-09,Sunday
25117,2,9,1997,3,DM,F,36,39,1997-02-09,Sunday
25118,2,9,1997,9,DM,M,36,47,1997-02-09,Sunday
25119,2,9,1997,9,DM,F,35,41,1997-02-09,Sunday
25120,2,9,1997,13,PF,M,16,7,1997-02-09,Sunday
25121,2,9,1997,16,DM,M,34,47,1997-02-09,Sunday
25123,2,9,1997,4,DM,M,40,48,1997-02-09,Sunday
25124,2,9,1997,6,PM,M,21,22,1997-02-09,Sunday
25125,2,9,1997,11,PF,M,15,7,1997-02-09,Sunday
25126,2,9,1997,11,OT,F,21,22,1997-02-09,Sunday
25127,2,9,1997,11,DO,M,36,59,1997-02-09,Sunday
25128,2,9,1997,9,DM,M,35,46,1997-02-09,Sunday
25129,2,9,1997,14,RM,F,17,10,1997-02-09,Sunday
25130,2,9,1997,16,DM,M,35,50,1997-02-09,Sunday
25131,2,9,1997,4,DM,M,36,47,1997-02-09,Sunday
25132,2,9,1997,11,DM,M,37,47,1997-02-09,Sunday
25133,2,9,1997,9,DM,F,36,43,1997-02-09,Sunday
25135,2,9,1997,11,DM,F,38,41,1997-02-09,Sunday
25136,2,9,1997,8,DO,M,36,51,1997-02-09,Sunday
25138,2,9,1997,13,OT,F,20,20,1997-02-09,Sunday
25139,2,9,1997,15,PF,F,16,7,1997-02-09,Sunday
25140,2,9,1997,16,DM,F,36,36,1997-02-09,Sunday
25141,2,9,1997,5,PM,F,21,16,1997-02-09,Sunday
25142,2,9,1997,6,DO,M,37,40,1997-02-09,Sunday
25143,2,9,1997,11,DM,M,35,45,1997-02-09,Sunday
25144,2,9,1997,9,DO,M,36,48,1997-02-09,Sunday
25145,2,9,1997,8,DM,F,36,40,1997-02-09,Sunday
25146,2,9,1997,15,PF,F,16,6,1997-02-09,Sunday
25147,2,9,1997,5,RM,M,18,12,1997-02-09,Sunday
25148,2,9,1997,8,OT,M,20,24,1997-02-09,Sunday
25149,2,9,1997,5,RM,F,17,11,1997-02-09,Sunday
25150,2,9,1997,6,DO,M,35,52,1997-02-09,Sunday
25151,2,9,1997,8,DM,M,36,38,1997-02-09,Sunday
25152,2,9,1997,15,PF,F,16,8,1997-02-09,Sunday
25153,2,9,1997,14,DM,M,36,43,1997-02-09,Sunday
25154,2,9,1997,3,DM,M,38,51,1997-02-09,Sunday
25155,2,9,1997,4,DM,M,36,48,1997-02-09,Sunday
25156,2,9,1997,11,DM,F,35,39,1997-02-09,Sunday
25157,2,9,1997,9,DM,M,36,49,1997-02-09,Sunday
25158,2,9,1997,10,RM,F,17,10,1997-02-09,Sunday
25159,3,15,1997,2,DO,M,39,55,1997-03-15,Saturday
25160,3,15,1997,18,PF,F,15,7,1997-03-15,Saturday
25161,3,15,1997,20,OT,F,19,25,1997-03-15,Saturday
25162,3,15,1997,23,PM,M,22,18,1997-03-15,Saturday
25163,3,15,1997,1,RM,F,18,18,1997-03-15,Saturday
25164,3,15,1997,2,DM,M,34,51,1997-03-15,Saturday
25165,3,15,1997,17,DM,M,37,51,1997-03-15,Saturday
25166,3,15,1997,19,PF,M,16,8,1997-03-15,Saturday
25167,3,15,1997,20,RM,F,15,10,1997-03-15,Saturday
25168,3,15,1997,23,RM,M,17,12,1997-03-15,Saturday
25169,3,15,1997,17,OT,M,20,27,1997-03-15,Saturday
25170,3,15,1997,22,PP,M,22,22,1997-03-15,Saturday
25171,3,15,1997,7,PM,F,21,30,1997-03-15,Saturday
25172,3,15,1997,22,DM,M,37,54,1997-03-15,Saturday
25173,3,15,1997,20,PF,M,14,8,1997-03-15,Saturday
25174,3,15,1997,23,RM,F,16,12,1997-03-15,Saturday
25175,3,15,1997,2,DM,M,35,52,1997-03-15,Saturday
25176,3,15,1997,22,DM,F,34,42,1997-03-15,Saturday
25177,3,15,1997,17,DM,M,35,40,1997-03-15,Saturday
25178,3,15,1997,18,PF,M,15,7,1997-03-15,Saturday
25179,3,15,1997,22,RM,F,17,12,1997-03-15,Saturday
25180,3,15,1997,1,RM,F,16,13,1997-03-15,Saturday
25181,3,15,1997,2,DM,M,35,46,1997-03-15,Saturday
25182,3,15,1997,24,PE,M,21,27,1997-03-15,Saturday
25183,3,15,1997,2,DM,F,37,48,1997-03-15,Saturday
25184,3,15,1997,1,RM,M,17,11,1997-03-15,Saturday
25185,3,15,1997,12,PP,M,21,18,1997-03-15,Saturday
25186,3,15,1997,17,DM,F,37,51,1997-03-15,Saturday
25187,3,15,1997,1,DO,M,36,65,1997-03-15,Saturday
25188,3,15,1997,17,DM,M,37,50,1997-03-15,Saturday
25189,3,15,1997,18,PM,M,21,22,1997-03-15,Saturday
25190,3,15,1997,22,DM,M,36,56,1997-03-15,Saturday
25191,3,15,1997,22,DM,M,36,44,1997-03-15,Saturday
25192,3,15,1997,24,RM,F,17,11,1997-03-15,Saturday
25193,3,15,1997,2,DM,M,35,48,1997-03-15,Saturday
25194,3,15,1997,2,PB,M,27,38,1997-03-15,Saturday
25195,3,15,1997,12,DM,M,36,39,1997-03-15,Saturday
25196,3,15,1997,20,RM,M,17,11,1997-03-15,Saturday
25197,3,15,1997,2,DM,F,37,53,1997-03-15,Saturday
25198,3,15,1997,12,PP,M,24,22,1997-03-15,Saturday
25199,3,15,1997,24,PM,M,20,29,1997-03-15,Saturday
25200,3,15,1997,22,DM,F,36,46,1997-03-15,Saturday
25201,3,15,1997,12,RM,M,16,10,1997-03-15,Saturday
25202,3,15,1997,20,PF,F,17,8,1997-03-15,Saturday
25203,3,15,1997,19,PF,F,15,10,1997-03-15,Saturday
25204,3,15,1997,17,DM,M,37,47,1997-03-15,Saturday
25205,3,15,1997,1,DO,M,35,54,1997-03-15,Saturday
25206,3,15,1997,2,OT,F,21,39,1997-03-15,Saturday
25207,3,15,1997,17,DM,F,36,41,1997-03-15,Saturday
25208,3,15,1997,22,DM,M,37,57,1997-03-15,Saturday
25209,3,15,1997,21,RM,F,16,10,1997-03-15,Saturday
25210,3,15,1997,1,DO,F,36,60,1997-03-15,Saturday
25211,3,15,1997,2,DM,M,38,48,1997-03-15,Saturday
25212,3,15,1997,19,PF,F,16,9,1997-03-15,Saturday
25213,3,15,1997,19,PM,F,21,25,1997-03-15,Saturday
25214,3,15,1997,2,DM,M,38,53,1997-03-15,Saturday
25215,3,15,1997,12,DM,M,37,43,1997-03-15,Saturday
25216,3,15,1997,1,PM,M,20,23,1997-03-15,Saturday
25217,3,15,1997,2,DM,M,35,50,1997-03-15,Saturday
25218,3,15,1997,17,RM,M,17,9,1997-03-15,Saturday
25219,3,15,1997,19,RM,M,18,11,1997-03-15,Saturday
25220,3,15,1997,22,DM,M,35,44,1997-03-15,Saturday
25221,3,15,1997,1,DO,F,35,58,1997-03-15,Saturday
25222,3,15,1997,2,RM,M,16,11,1997-03-15,Saturday
25223,3,15,1997,17,DM,M,34,43,1997-03-15,Saturday
25224,3,15,1997,12,PF,M,16,9,1997-03-15,Saturday
25225,3,15,1997,17,DM,M,34,44,1997-03-15,Saturday
25226,3,15,1997,18,RM,F,18,10,1997-03-15,Saturday
25227,3,15,1997,22,DM,F,36,49,1997-03-15,Saturday
25228,3,15,1997,21,PF,M,15,9,1997-03-15,Saturday
25229,3,15,1997,20,PF,M,15,9,1997-03-15,Saturday
25230,3,15,1997,24,PE,M,20,26,1997-03-15,Saturday
25231,3,15,1997,1,DM,M,37,50,1997-03-15,Saturday
25232,3,15,1997,12,DM,M,39,46,1997-03-15,Saturday
25233,3,15,1997,2,OT,M,20,32,1997-03-15,Saturday
25234,3,15,1997,18,PM,F,20,24,1997-03-15,Saturday
25235,3,15,1997,22,DM,M,35,53,1997-03-15,Saturday
25236,3,15,1997,12,DM,M,36,49,1997-03-15,Saturday
25237,3,15,1997,18,PF,M,15,9,1997-03-15,Saturday
25238,3,15,1997,24,PE,F,20,34,1997-03-15,Saturday
25239,3,15,1997,1,OT,F,21,30,1997-03-15,Saturday
25240,3,15,1997,17,DM,M,36,47,1997-03-15,Saturday
25241,3,15,1997,22,PF,M,15,8,1997-03-15,Saturday
25242,3,15,1997,1,DO,M,37,58,1997-03-15,Saturday
25243,3,15,1997,17,DM,F,35,48,1997-03-15,Saturday
25244,3,15,1997,18,RM,M,15,9,1997-03-15,Saturday
25245,3,15,1997,12,PP,M,22,20,1997-03-15,Saturday
25246,3,15,1997,17,PM,F,20,23,1997-03-15,Saturday
25247,3,15,1997,2,NL,M,34,147,1997-03-15,Saturday
25248,3,15,1997,12,OT,F,21,29,1997-03-15,Saturday
25249,3,15,1997,23,RM,F,18,12,1997-03-15,Saturday
25250,3,15,1997,1,DO,M,35,55,1997-03-15,Saturday
25251,3,15,1997,22,DM,M,36,44,1997-03-15,Saturday
25252,3,15,1997,23,PM,M,20,15,1997-03-15,Saturday
25253,3,15,1997,1,DO,M,35,54,1997-03-15,Saturday
25254,3,15,1997,12,DM,M,36,50,1997-03-15,Saturday
25255,3,15,1997,17,OT,F,22,28,1997-03-15,Saturday
25256,3,15,1997,1,PF,F,16,8,1997-03-15,Saturday
25257,3,15,1997,2,DO,F,35,50,1997-03-15,Saturday
25258,3,15,1997,12,DM,M,37,45,1997-03-15,Saturday
25259,3,15,1997,17,PF,M,16,10,1997-03-15,Saturday
25260,3,15,1997,1,PP,M,23,19,1997-03-15,Saturday
25261,3,15,1997,2,OT,M,20,27,1997-03-15,Saturday
25262,3,15,1997,12,DM,F,34,45,1997-03-15,Saturday
25263,3,15,1997,7,RM,M,16,9,1997-03-15,Saturday
25264,3,15,1997,23,RM,M,16,13,1997-03-15,Saturday
25265,3,15,1997,2,PB,M,25,40,1997-03-15,Saturday
25266,3,15,1997,12,PF,M,16,8,1997-03-15,Saturday
25267,3,15,1997,17,DM,M,35,50,1997-03-15,Saturday
25268,3,15,1997,22,DM,F,37,41,1997-03-15,Saturday
25269,3,15,1997,20,PF,M,16,10,1997-03-15,Saturday
25270,3,15,1997,1,DO,F,39,50,1997-03-15,Saturday
25272,3,15,1997,22,DM,M,37,53,1997-03-15,Saturday
25273,3,15,1997,1,DO,M,38,45,1997-03-15,Saturday
25274,3,15,1997,1,DO,M,35,50,1997-03-15,Saturday
25275,3,15,1997,12,DM,F,37,53,1997-03-15,Saturday
25276,3,15,1997,17,DM,M,39,49,1997-03-15,Saturday
25277,3,15,1997,2,PE,M,21,24,1997-03-15,Saturday
25278,3,15,1997,19,PP,M,22,21,1997-03-15,Saturday
25279,3,15,1997,22,PB,M,26,50,1997-03-15,Saturday
25280,3,15,1997,2,PE,M,20,24,1997-03-15,Saturday
25281,3,15,1997,2,DO,F,35,50,1997-03-15,Saturday
25282,3,15,1997,12,RM,F,17,12,1997-03-15,Saturday
25284,3,15,1997,20,PF,M,16,8,1997-03-15,Saturday
25285,3,15,1997,2,DO,F,37,53,1997-03-15,Saturday
25286,3,15,1997,12,DM,M,38,43,1997-03-15,Saturday
25287,3,15,1997,17,RM,M,18,11,1997-03-15,Saturday
25288,3,15,1997,22,OT,F,18,27,1997-03-15,Saturday
25289,3,16,1997,3,DO,F,36,53,1997-03-16,Sunday
25291,3,16,1997,14,DM,M,35,44,1997-03-16,Sunday
25292,3,16,1997,15,RM,M,16,11,1997-03-16,Sunday
25293,3,16,1997,6,PB,M,30,53,1997-03-16,Sunday
25294,3,16,1997,13,PF,M,16,8,1997-03-16,Sunday
25295,3,16,1997,14,DM,M,36,47,1997-03-16,Sunday
25296,3,16,1997,3,PP,M,23,21,1997-03-16,Sunday
25298,3,16,1997,6,RM,M,17,12,1997-03-16,Sunday
25299,3,16,1997,8,DO,F,36,44,1997-03-16,Sunday
25301,3,16,1997,8,PP,M,22,21,1997-03-16,Sunday
25302,3,16,1997,13,RM,F,16,12,1997-03-16,Sunday
25303,3,16,1997,14,DM,M,35,43,1997-03-16,Sunday
25304,3,16,1997,11,PP,M,21,12,1997-03-16,Sunday
25305,3,16,1997,14,DM,M,37,53,1997-03-16,Sunday
25306,3,16,1997,3,PE,M,21,25,1997-03-16,Sunday
25307,3,16,1997,6,RM,F,17,14,1997-03-16,Sunday
25308,3,16,1997,9,DM,M,36,39,1997-03-16,Sunday
25309,3,16,1997,3,PB,M,27,34,1997-03-16,Sunday
25310,3,16,1997,11,DO,M,34,55,1997-03-16,Sunday
25311,3,16,1997,8,OT,M,20,29,1997-03-16,Sunday
25312,3,16,1997,14,DM,M,36,53,1997-03-16,Sunday
25313,3,16,1997,16,OT,F,21,31,1997-03-16,Sunday
25314,3,16,1997,3,PE,F,21,20,1997-03-16,Sunday
25315,3,16,1997,4,DM,M,37,52,1997-03-16,Sunday
25316,3,16,1997,9,DO,M,37,43,1997-03-16,Sunday
25317,3,16,1997,13,PF,M,15,9,1997-03-16,Sunday
25318,3,16,1997,3,DO,M,36,50,1997-03-16,Sunday
25319,3,16,1997,6,PF,M,15,8,1997-03-16,Sunday
25320,3,16,1997,8,OT,F,20,23,1997-03-16,Sunday
25321,3,16,1997,14,PF,M,16,8,1997-03-16,Sunday
25322,3,16,1997,4,DM,F,35,46,1997-03-16,Sunday
25323,3,16,1997,9,DM,F,33,26,1997-03-16,Sunday
25324,3,16,1997,4,DM,M,36,50,1997-03-16,Sunday
25325,3,16,1997,6,OT,F,19,24,1997-03-16,Sunday
25326,3,16,1997,9,DM,F,36,39,1997-03-16,Sunday
25327,3,16,1997,3,PP,M,23,21,1997-03-16,Sunday
25328,3,16,1997,13,PP,M,23,20,1997-03-16,Sunday
25329,3,16,1997,14,DM,M,36,48,1997-03-16,Sunday
25330,3,16,1997,14,DM,F,36,49,1997-03-16,Sunday
25331,3,16,1997,9,DM,M,38,48,1997-03-16,Sunday
25332,3,16,1997,13,PF,F,16,8,1997-03-16,Sunday
25333,3,16,1997,14,DM,F,37,44,1997-03-16,Sunday
25334,3,16,1997,15,OT,F,19,25,1997-03-16,Sunday
25335,3,16,1997,3,PB,F,28,48,1997-03-16,Sunday
25336,3,16,1997,6,DO,M,37,44,1997-03-16,Sunday
25337,3,16,1997,11,DM,F,36,40,1997-03-16,Sunday
25338,3,16,1997,8,PF,M,14,8,1997-03-16,Sunday
25339,3,16,1997,14,DM,M,38,48,1997-03-16,Sunday
25340,3,16,1997,6,OT,F,20,36,1997-03-16,Sunday
25341,3,16,1997,8,DO,M,34,52,1997-03-16,Sunday
25342,3,16,1997,14,DM,M,36,48,1997-03-16,Sunday
25343,3,16,1997,10,RM,M,17,11,1997-03-16,Sunday
25344,3,16,1997,3,OT,F,21,28,1997-03-16,Sunday
25345,3,16,1997,11,DO,M,36,47,1997-03-16,Sunday
25346,3,16,1997,4,DO,F,34,41,1997-03-16,Sunday
25348,3,16,1997,10,PM,F,20,10,1997-03-16,Sunday
25349,3,16,1997,4,DM,M,37,44,1997-03-16,Sunday
25350,3,16,1997,16,DM,F,35,47,1997-03-16,Sunday
25351,3,16,1997,11,DM,M,37,43,1997-03-16,Sunday
25352,3,16,1997,14,DM,F,33,33,1997-03-16,Sunday
25353,3,16,1997,11,RM,M,16,12,1997-03-16,Sunday
25354,3,16,1997,14,DM,M,35,42,1997-03-16,Sunday
25355,3,16,1997,16,DM,M,35,50,1997-03-16,Sunday
25356,3,16,1997,4,PF,M,16,10,1997-03-16,Sunday
25357,3,16,1997,8,DO,F,37,50,1997-03-16,Sunday
25358,3,16,1997,14,DM,M,36,47,1997-03-16,Sunday
25359,3,16,1997,16,DM,M,36,50,1997-03-16,Sunday
25360,3,16,1997,11,RM,F,16,11,1997-03-16,Sunday
25361,3,16,1997,4,PF,M,17,10,1997-03-16,Sunday
25362,3,16,1997,11,OT,F,20,24,1997-03-16,Sunday
25363,3,16,1997,11,PF,M,16,7,1997-03-16,Sunday
25364,3,16,1997,8,PF,F,16,8,1997-03-16,Sunday
25365,3,16,1997,16,DM,M,35,50,1997-03-16,Sunday
