record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,date,day_of_week,plot_type,genus,species,taxa
24703,11,16,1996,2,NL,M,33,148,11/16/1996,Sat,Control,Neotoma,albigula,Rodent
24704,11,16,1996,17,DM,F,35,34,11/16/1996,Sat,Control,Dipodomys,merriami,Rodent
24705,11,16,1996,2,OT,F,22,27,11/16/1996,Sat,Control,Onychomys,torridus,Rodent
24706,11,16,1996,17,DM,M,36,51,11/16/1996,Sat,Control,Dipodomys,merriami,Rodent
24707,11,16,1996,1,DO,M,38,46,11/16/1996,Sat,Spectab exclosure,Dipodomys,ordii,Rodent
24708,11,16,1996,12,NL,F,34,144,11/16/1996,Sat,Control,Neotoma,albigula,Rodent
24709,11,16,1996,12,DM,F,37,47,11/16/1996,Sat,Control,Dipodomys,merriami,Rodent
24710,11,16,1996,1,OT,M,20,23,11/16/1996,Sat,Spectab exclosure,Onychomys,torridus,Rodent
24711,11,16,1996,2,PE,M,22,24,11/16/1996,Sat,Control,Peromyscus,eremicus,Rodent
24712,11,16,1996,18,RM,F,18,12,11/16/1996,Sat,Short-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
24713,11,16,1996,17,PF,M,16,8,11/16/1996,Sat,Control,Perognathus,flavus,Rodent
24714,11,16,1996,2,PE,F,20,25,11/16/1996,Sat,Control,Peromyscus,eremicus,Rodent
24715,11,16,1996,17,OT,M,21,20,11/16/1996,Sat,Control,Onychomys,torridus,Rodent
24716,11,16,1996,1,OT,M,21,28,11/16/1996,Sat,Spectab exclosure,Onychomys,torridus,Rodent
24717,11,16,1996,2,PB,M,25,27,11/16/1996,Sat,Control,Chaetodipus,baileyi,Rodent
24718,11,16,1996,7,PM,F,19,21,11/16/1996,Sat,Rodent Exclosure,Peromyscus,maniculatus,Rodent
24719,11,16,1996,1,DO,F,36,45,11/16/1996,Sat,Spectab exclosure,Dipodomys,ordii,Rodent
24721,11,17,1996,3,PE,M,19,23,11/17/1996,Sun,Long-term Krat Exclosure,Peromyscus,eremicus,Rodent
24722,11,17,1996,8,DM,F,37,39,11/17/1996,Sun,Control,Dipodomys,merriami,Rodent
24723,11,17,1996,14,DM,M,35,47,11/17/1996,Sun,Control,Dipodomys,merriami,Rodent
24724,11,17,1996,6,PB,F,27,29,11/17/1996,Sun,Short-term Krat Exclosure,Chaetodipus,baileyi,Rodent
24725,11,17,1996,3,RM,M,17,11,11/17/1996,Sun,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
24726,11,17,1996,9,DM,M,37,49,11/17/1996,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
24727,11,17,1996,15,PF,F,15,9,11/17/1996,Sun,Long-term Krat Exclosure,Perognathus,flavus,Rodent
24728,11,17,1996,4,PF,F,16,7,11/17/1996,Sun,Control,Perognathus,flavus,Rodent
24729,11,17,1996,6,PF,F,15,8,11/17/1996,Sun,Short-term Krat Exclosure,Perognathus,flavus,Rodent
24730,11,17,1996,9,DM,F,36,40,11/17/1996,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
24731,11,17,1996,4,DM,F,36,39,11/17/1996,Sun,Control,Dipodomys,merriami,Rodent
24732,11,17,1996,9,DM,F,35,24,11/17/1996,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
24733,11,17,1996,15,RM,F,17,12,11/17/1996,Sun,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
24734,11,17,1996,8,DO,M,38,34,11/17/1996,Sun,Control,Dipodomys,ordii,Rodent
24735,11,17,1996,4,PF,F,15,8,11/17/1996,Sun,Control,Perognathus,flavus,Rodent
24736,11,17,1996,11,DO,M,35,41,11/17/1996,Sun,Control,Dipodomys,ordii,Rodent
24737,11,17,1996,3,PB,F,27,33,11/17/1996,Sun,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
24738,11,17,1996,4,DM,M,36,51,11/17/1996,Sun,Control,Dipodomys,merriami,Rodent
24739,11,17,1996,14,DM,M,33,33,11/17/1996,Sun,Control,Dipodomys,merriami,Rodent
24740,11,17,1996,3,PP,F,22,15,11/17/1996,Sun,Long-term Krat Exclosure,Chaetodipus,penicillatus,Rodent
24741,11,17,1996,13,OT,F,22,27,11/17/1996,Sun,Short-term Krat Exclosure,Onychomys,torridus,Rodent
24742,11,17,1996,3,PM,M,21,19,11/17/1996,Sun,Long-term Krat Exclosure,Peromyscus,maniculatus,Rodent
24743,11,17,1996,9,DM,M,35,40,11/17/1996,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
24744,11,17,1996,3,DO,F,35,54,11/17/1996,Sun,Long-term Krat Exclosure,Dipodomys,ordii,Rodent
24746,11,17,1996,8,OT,F,22,24,11/17/1996,Sun,Control,Onychomys,torridus,Rodent
24747,11,17,1996,3,OT,M,20,24,11/17/1996,Sun,Long-term Krat Exclosure,Onychomys,torridus,Rodent
24748,11,17,1996,11,RM,F,18,11,11/17/1996,Sun,Control,Reithrodontomys,megalotis,Rodent
24749,11,17,1996,9,PF,M,15,7,11/17/1996,Sun,Spectab exclosure,Perognathus,flavus,Rodent
24750,11,17,1996,9,DM,F,35,39,11/17/1996,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
24751,11,17,1996,8,DM,M,35,33,11/17/1996,Sun,Control,Dipodomys,merriami,Rodent
24752,11,17,1996,3,OT,F,22,29,11/17/1996,Sun,Long-term Krat Exclosure,Onychomys,torridus,Rodent
24753,11,17,1996,9,DM,M,37,43,11/17/1996,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
24754,11,17,1996,8,DO,M,36,50,11/17/1996,Sun,Control,Dipodomys,ordii,Rodent
24755,11,17,1996,13,PF,F,16,8,11/17/1996,Sun,Short-term Krat Exclosure,Perognathus,flavus,Rodent
24756,11,17,1996,14,DM,F,33,36,11/17/1996,Sun,Control,Dipodomys,merriami,Rodent
24757,11,17,1996,3,DM,M,35,39,11/17/1996,Sun,Long-term Krat Exclosure,Dipodomys,merriami,Rodent
24758,11,17,1996,4,DM,M,38,48,11/17/1996,Sun,Control,Dipodomys,merriami,Rodent
24759,11,17,1996,9,DM,F,35,38,11/17/1996,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
24760,11,17,1996,9,DO,M,36,46,11/17/1996,Sun,Spectab exclosure,Dipodomys,ordii,Rodent
24761,11,17,1996,8,PF,F,16,7,11/17/1996,Sun,Control,Perognathus,flavus,Rodent
24762,11,17,1996,6,OT,F,20,18,11/17/1996,Sun,Short-term Krat Exclosure,Onychomys,torridus,Rodent
24763,11,17,1996,11,DM,M,37,39,11/17/1996,Sun,Control,Dipodomys,merriami,Rodent
24765,11,17,1996,4,DM,F,37,42,11/17/1996,Sun,Control,Dipodomys,merriami,Rodent
24766,11,17,1996,8,PF,M,16,7,11/17/1996,Sun,Control,Perognathus,flavus,Rodent
24767,11,17,1996,14,DM,F,36,47,11/17/1996,Sun,Control,Dipodomys,merriami,Rodent
24768,11,17,1996,15,PF,F,16,7,11/17/1996,Sun,Long-term Krat Exclosure,Perognathus,flavus,Rodent
24769,11,17,1996,3,PF,M,15,7,11/17/1996,Sun,Long-term Krat Exclosure,Perognathus,flavus,Rodent
24770,11,17,1996,8,DM,F,36,38,11/17/1996,Sun,Control,Dipodomys,merriami,Rodent
24771,11,17,1996,4,DM,M,38,46,11/17/1996,Sun,Control,Dipodomys,merriami,Rodent
24772,11,17,1996,13,DM,F,32,43,11/17/1996,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
24773,11,17,1996,4,DM,M,38,44,11/17/1996,Sun,Control,Dipodomys,merriami,Rodent
24774,11,17,1996,16,DM,F,35,39,11/17/1996,Sun,Rodent Exclosure,Dipodomys,merriami,Rodent
24775,11,17,1996,4,PF,F,16,7,11/17/1996,Sun,Control,Perognathus,flavus,Rodent
24776,11,17,1996,6,OT,M,20,21,11/17/1996,Sun,Short-term Krat Exclosure,Onychomys,torridus,Rodent
24777,11,17,1996,11,DM,F,35,43,11/17/1996,Sun,Control,Dipodomys,merriami,Rodent
24778,11,17,1996,13,OT,M,20,23,11/17/1996,Sun,Short-term Krat Exclosure,Onychomys,torridus,Rodent
24779,11,17,1996,3,DO,F,35,45,11/17/1996,Sun,Long-term Krat Exclosure,Dipodomys,ordii,Rodent
24780,11,17,1996,4,PF,F,16,8,11/17/1996,Sun,Control,Perognathus,flavus,Rodent
24781,11,17,1996,14,PF,M,17,7,11/17/1996,Sun,Control,Perognathus,flavus,Rodent
24782,11,17,1996,3,OT,F,21,22,11/17/1996,Sun,Long-term Krat Exclosure,Onychomys,torridus,Rodent
24783,11,17,1996,6,OT,M,20,20,11/17/1996,Sun,Short-term Krat Exclosure,Onychomys,torridus,Rodent
24784,11,17,1996,8,DO,F,38,55,11/17/1996,Sun,Control,Dipodomys,ordii,Rodent
24785,11,17,1996,14,DM,M,36,52,11/17/1996,Sun,Control,Dipodomys,merriami,Rodent
24786,11,17,1996,6,OT,F,22,25,11/17/1996,Sun,Short-term Krat Exclosure,Onychomys,torridus,Rodent
24787,11,17,1996,11,DM,M,36,44,11/17/1996,Sun,Control,Dipodomys,merriami,Rodent
24788,11,17,1996,11,DM,F,35,38,11/17/1996,Sun,Control,Dipodomys,merriami,Rodent
24789,11,17,1996,13,PF,F,16,8,11/17/1996,Sun,Short-term Krat Exclosure,Perognathus,flavus,Rodent
24790,11,17,1996,10,RM,M,17,10,11/17/1996,Sun,Rodent Exclosure,Reithrodontomys,megalotis,Rodent
24791,11,17,1996,16,RM,F,17,16,11/17/1996,Sun,Rodent Exclosure,Reithrodontomys,megalotis,Rodent
24793,12,18,1996,1,DM,M,37,44,12/18/1996,Wed,Spectab exclosure,Dipodomys,merriami,Rodent
24794,12,18,1996,2,PB,M,27,34,12/18/1996,Wed,Control,Chaetodipus,baileyi,Rodent
24795,12,18,1996,17,DM,M,37,48,12/18/1996,Wed,Control,Dipodomys,merriami,Rodent
24796,12,18,1996,1,DO,M,35,36,12/18/1996,Wed,Spectab exclosure,Dipodomys,ordii,Rodent
24797,12,18,1996,23,RM,M,17,11,12/18/1996,Wed,Rodent Exclosure,Reithrodontomys,megalotis,Rodent
24798,12,18,1996,22,DM,F,37,38,12/18/1996,Wed,Control,Dipodomys,merriami,Rodent
24799,12,18,1996,12,DM,F,37,47,12/18/1996,Wed,Control,Dipodomys,merriami,Rodent
24800,12,18,1996,12,OT,F,20,20,12/18/1996,Wed,Control,Onychomys,torridus,Rodent
24801,12,18,1996,19,PF,M,16,8,12/18/1996,Wed,Long-term Krat Exclosure,Perognathus,flavus,Rodent
24802,12,18,1996,24,PM,F,21,19,12/18/1996,Wed,Rodent Exclosure,Peromyscus,maniculatus,Rodent
24803,12,18,1996,18,RM,M,17,11,12/18/1996,Wed,Short-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
24804,12,18,1996,20,RM,F,17,10,12/18/1996,Wed,Short-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
24805,12,18,1996,1,PF,M,15,7,12/18/1996,Wed,Spectab exclosure,Perognathus,flavus,Rodent
24806,12,18,1996,2,OT,F,20,27,12/18/1996,Wed,Control,Onychomys,torridus,Rodent
24807,12,18,1996,22,DM,F,35,47,12/18/1996,Wed,Control,Dipodomys,merriami,Rodent
24808,12,18,1996,17,OT,F,21,22,12/18/1996,Wed,Control,Onychomys,torridus,Rodent
24809,12,18,1996,24,RM,F,16,11,12/18/1996,Wed,Rodent Exclosure,Reithrodontomys,megalotis,Rodent
24810,12,18,1996,17,DM,M,36,52,12/18/1996,Wed,Control,Dipodomys,merriami,Rodent
24811,12,18,1996,1,DO,M,34,38,12/18/1996,Wed,Spectab exclosure,Dipodomys,ordii,Rodent
24812,12,18,1996,18,PF,M,16,8,12/18/1996,Wed,Short-term Krat Exclosure,Perognathus,flavus,Rodent
24813,12,18,1996,24,PM,F,20,24,12/18/1996,Wed,Rodent Exclosure,Peromyscus,maniculatus,Rodent
24814,12,18,1996,19,PF,F,17,7,12/18/1996,Wed,Long-term Krat Exclosure,Perognathus,flavus,Rodent
24815,12,18,1996,20,PF,F,15,8,12/18/1996,Wed,Short-term Krat Exclosure,Perognathus,flavus,Rodent
24816,12,18,1996,21,PF,M,15,8,12/18/1996,Wed,Long-term Krat Exclosure,Perognathus,flavus,Rodent
24817,12,18,1996,22,DM,M,35,40,12/18/1996,Wed,Control,Dipodomys,merriami,Rodent
24818,12,18,1996,18,PF,F,16,10,12/18/1996,Wed,Short-term Krat Exclosure,Perognathus,flavus,Rodent
24819,12,18,1996,17,DM,F,36,35,12/18/1996,Wed,Control,Dipodomys,merriami,Rodent
24820,12,18,1996,22,DM,F,37,46,12/18/1996,Wed,Control,Dipodomys,merriami,Rodent
24821,12,18,1996,1,OT,M,20,24,12/18/1996,Wed,Spectab exclosure,Onychomys,torridus,Rodent
24822,12,18,1996,2,DM,M,35,45,12/18/1996,Wed,Control,Dipodomys,merriami,Rodent
24824,12,18,1996,1,DO,F,35,52,12/18/1996,Wed,Spectab exclosure,Dipodomys,ordii,Rodent
24825,12,18,1996,2,OT,M,20,23,12/18/1996,Wed,Control,Onychomys,torridus,Rodent
24826,12,18,1996,1,DO,F,37,52,12/18/1996,Wed,Spectab exclosure,Dipodomys,ordii,Rodent
24827,12,18,1996,12,DM,F,36,45,12/18/1996,Wed,Control,Dipodomys,merriami,Rodent
24828,12,18,1996,19,PM,M,19,28,12/18/1996,Wed,Long-term Krat Exclosure,Peromyscus,maniculatus,Rodent
24829,12,18,1996,22,PF,M,16,7,12/18/1996,Wed,Control,Perognathus,flavus,Rodent
24830,12,18,1996,12,DM,M,37,41,12/18/1996,Wed,Control,Dipodomys,merriami,Rodent
24831,12,18,1996,19,PM,F,20,24,12/18/1996,Wed,Long-term Krat Exclosure,Peromyscus,maniculatus,Rodent
24832,12,18,1996,18,RM,M,17,13,12/18/1996,Wed,Short-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
24833,12,18,1996,20,PF,M,17,7,12/18/1996,Wed,Short-term Krat Exclosure,Perognathus,flavus,Rodent
24834,12,18,1996,1,DO,F,32,43,12/18/1996,Wed,Spectab exclosure,Dipodomys,ordii,Rodent
24835,12,18,1996,12,OT,F,21,27,12/18/1996,Wed,Control,Onychomys,torridus,Rodent
24836,12,18,1996,21,PF,F,15,8,12/18/1996,Wed,Long-term Krat Exclosure,Perognathus,flavus,Rodent
24837,12,18,1996,12,DM,F,37,40,12/18/1996,Wed,Control,Dipodomys,merriami,Rodent
24838,12,18,1996,2,RM,M,18,11,12/18/1996,Wed,Control,Reithrodontomys,megalotis,Rodent
24839,12,18,1996,18,RM,F,16,14,12/18/1996,Wed,Short-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
24840,12,18,1996,23,RM,F,15,12,12/18/1996,Wed,Rodent Exclosure,Reithrodontomys,megalotis,Rodent
24841,12,18,1996,17,DM,M,36,41,12/18/1996,Wed,Control,Dipodomys,merriami,Rodent
24842,12,18,1996,19,RM,F,17,9,12/18/1996,Wed,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
24843,12,18,1996,19,RM,M,17,12,12/18/1996,Wed,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
24844,12,18,1996,2,DM,M,37,47,12/18/1996,Wed,Control,Dipodomys,merriami,Rodent
24845,12,18,1996,2,PB,F,24,26,12/18/1996,Wed,Control,Chaetodipus,baileyi,Rodent
24846,12,18,1996,1,DM,M,33,37,12/18/1996,Wed,Spectab exclosure,Dipodomys,merriami,Rodent
24847,12,18,1996,2,RM,F,16,9,12/18/1996,Wed,Control,Reithrodontomys,megalotis,Rodent
24848,12,18,1996,19,PB,F,26,28,12/18/1996,Wed,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
24849,12,18,1996,17,DM,M,35,40,12/18/1996,Wed,Control,Dipodomys,merriami,Rodent
24850,12,18,1996,2,PB,M,27,44,12/18/1996,Wed,Control,Chaetodipus,baileyi,Rodent
24851,12,18,1996,17,DM,M,40,46,12/18/1996,Wed,Control,Dipodomys,merriami,Rodent
24852,12,18,1996,24,PM,M,20,20,12/18/1996,Wed,Rodent Exclosure,Peromyscus,maniculatus,Rodent
24853,12,18,1996,22,PB,M,26,45,12/18/1996,Wed,Control,Chaetodipus,baileyi,Rodent
24854,12,18,1996,1,DO,M,36,50,12/18/1996,Wed,Spectab exclosure,Dipodomys,ordii,Rodent
24855,12,18,1996,12,DM,M,38,50,12/18/1996,Wed,Control,Dipodomys,merriami,Rodent
24856,12,18,1996,17,PM,M,22,28,12/18/1996,Wed,Control,Peromyscus,maniculatus,Rodent
24857,12,18,1996,12,DM,F,36,40,12/18/1996,Wed,Control,Dipodomys,merriami,Rodent
24858,12,18,1996,1,DO,M,35,54,12/18/1996,Wed,Spectab exclosure,Dipodomys,ordii,Rodent
24859,12,18,1996,12,DM,M,38,47,12/18/1996,Wed,Control,Dipodomys,merriami,Rodent
24860,12,18,1996,23,PM,F,21,33,12/18/1996,Wed,Rodent Exclosure,Peromyscus,maniculatus,Rodent
24861,12,18,1996,2,PM,M,21,21,12/18/1996,Wed,Control,Peromyscus,maniculatus,Rodent
24862,12,18,1996,20,PF,F,16,6,12/18/1996,Wed,Short-term Krat Exclosure,Perognathus,flavus,Rodent
24863,12,18,1996,21,RM,F,17,9,12/18/1996,Wed,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
24864,12,18,1996,1,DM,F,37,41,12/18/1996,Wed,Spectab exclosure,Dipodomys,merriami,Rodent
24865,12,18,1996,19,PM,F,20,11,12/18/1996,Wed,Long-term Krat Exclosure,Peromyscus,maniculatus,Rodent
24866,12,18,1996,1,DO,F,37,46,12/18/1996,Wed,Spectab exclosure,Dipodomys,ordii,Rodent
24867,12,18,1996,2,DO,F,36,57,12/18/1996,Wed,Control,Dipodomys,ordii,Rodent
24868,12,18,1996,12,DM,M,36,37,12/18/1996,Wed,Control,Dipodomys,merriami,Rodent
24869,12,18,1996,7,PM,F,19,12,12/18/1996,Wed,Rodent Exclosure,Peromyscus,maniculatus,Rodent
24870,12,19,1996,9,DM,M,36,46,12/19/1996,Thu,Spectab exclosure,Dipodomys,merriami,Rodent
24871,12,19,1996,4,DM,M,38,50,12/19/1996,Thu,Control,Dipodomys,merriami,Rodent
24872,12,19,1996,15,RM,M,15,11,12/19/1996,Thu,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
24873,12,19,1996,9,DO,M,35,50,12/19/1996,Thu,Spectab exclosure,Dipodomys,ordii,Rodent
24874,12,19,1996,14,DM,M,34,36,12/19/1996,Thu,Control,Dipodomys,merriami,Rodent
24875,12,19,1996,9,DM,F,36,42,12/19/1996,Thu,Spectab exclosure,Dipodomys,merriami,Rodent
24876,12,19,1996,9,DM,M,37,51,12/19/1996,Thu,Spectab exclosure,Dipodomys,merriami,Rodent
24877,12,19,1996,8,DM,M,37,41,12/19/1996,Thu,Control,Dipodomys,merriami,Rodent
24878,12,19,1996,4,DM,F,36,42,12/19/1996,Thu,Control,Dipodomys,merriami,Rodent
24879,12,19,1996,3,DO,F,34,53,12/19/1996,Thu,Long-term Krat Exclosure,Dipodomys,ordii,Rodent
24880,12,19,1996,4,DM,M,37,49,12/19/1996,Thu,Control,Dipodomys,merriami,Rodent
24881,12,19,1996,4,DM,F,38,40,12/19/1996,Thu,Control,Dipodomys,merriami,Rodent
24882,12,19,1996,11,DO,M,35,45,12/19/1996,Thu,Control,Dipodomys,ordii,Rodent
24883,12,19,1996,13,OT,F,22,25,12/19/1996,Thu,Short-term Krat Exclosure,Onychomys,torridus,Rodent
24884,12,19,1996,3,DO,F,36,58,12/19/1996,Thu,Long-term Krat Exclosure,Dipodomys,ordii,Rodent
24885,12,19,1996,8,DO,F,38,48,12/19/1996,Thu,Control,Dipodomys,ordii,Rodent
24886,12,19,1996,3,PB,F,27,39,12/19/1996,Thu,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
24887,12,19,1996,11,DM,F,37,43,12/19/1996,Thu,Control,Dipodomys,merriami,Rodent
24888,12,19,1996,5,OT,F,21,24,12/19/1996,Thu,Rodent Exclosure,Onychomys,torridus,Rodent
24889,12,19,1996,14,DM,M,35,50,12/19/1996,Thu,Control,Dipodomys,merriami,Rodent
24890,12,19,1996,11,DO,M,37,53,12/19/1996,Thu,Control,Dipodomys,ordii,Rodent
24891,12,19,1996,8,DM,M,35,40,12/19/1996,Thu,Control,Dipodomys,merriami,Rodent
24892,12,19,1996,16,DM,F,35,35,12/19/1996,Thu,Rodent Exclosure,Dipodomys,merriami,Rodent
24893,12,19,1996,4,DM,M,36,40,12/19/1996,Thu,Control,Dipodomys,merriami,Rodent
24894,12,19,1996,8,DO,M,32,25,12/19/1996,Thu,Control,Dipodomys,ordii,Rodent
24895,12,19,1996,4,PF,F,16,7,12/19/1996,Thu,Control,Perognathus,flavus,Rodent
24896,12,19,1996,8,DO,M,37,54,12/19/1996,Thu,Control,Dipodomys,ordii,Rodent
24897,12,19,1996,10,RM,F,17,14,12/19/1996,Thu,Rodent Exclosure,Reithrodontomys,megalotis,Rodent
24898,12,19,1996,8,OT,F,21,25,12/19/1996,Thu,Control,Onychomys,torridus,Rodent
24899,12,19,1996,8,DM,F,37,38,12/19/1996,Thu,Control,Dipodomys,merriami,Rodent
24900,12,19,1996,3,DM,M,35,40,12/19/1996,Thu,Long-term Krat Exclosure,Dipodomys,merriami,Rodent
24901,12,19,1996,13,OT,F,20,20,12/19/1996,Thu,Short-term Krat Exclosure,Onychomys,torridus,Rodent
24902,12,19,1996,6,OT,F,20,23,12/19/1996,Thu,Short-term Krat Exclosure,Onychomys,torridus,Rodent
24903,12,19,1996,14,DM,M,33,36,12/19/1996,Thu,Control,Dipodomys,merriami,Rodent
24904,12,19,1996,10,RM,F,17,13,12/19/1996,Thu,Rodent Exclosure,Reithrodontomys,megalotis,Rodent
24906,12,19,1996,9,DM,F,37,41,12/19/1996,Thu,Spectab exclosure,Dipodomys,merriami,Rodent
24907,12,19,1996,14,DM,M,35,45,12/19/1996,Thu,Control,Dipodomys,merriami,Rodent
24908,12,19,1996,16,DM,M,36,46,12/19/1996,Thu,Rodent Exclosure,Dipodomys,merriami,Rodent
24909,12,19,1996,4,DM,M,40,51,12/19/1996,Thu,Control,Dipodomys,merriami,Rodent
24910,12,19,1996,9,DM,M,36,49,12/19/1996,Thu,Spectab exclosure,Dipodomys,merriami,Rodent
24911,12,19,1996,8,DO,F,35,44,12/19/1996,Thu,Control,Dipodomys,ordii,Rodent
24912,12,19,1996,13,OT,M,18,25,12/19/1996,Thu,Short-term Krat Exclosure,Onychomys,torridus,Rodent
24913,12,19,1996,16,DM,F,34,39,12/19/1996,Thu,Rodent Exclosure,Dipodomys,merriami,Rodent
24914,12,19,1996,11,DM,M,37,52,12/19/1996,Thu,Control,Dipodomys,merriami,Rodent
24915,12,19,1996,9,DM,F,38,42,12/19/1996,Thu,Spectab exclosure,Dipodomys,merriami,Rodent
24916,12,19,1996,13,PM,F,19,23,12/19/1996,Thu,Short-term Krat Exclosure,Peromyscus,maniculatus,Rodent
24917,12,19,1996,5,PM,M,20,23,12/19/1996,Thu,Rodent Exclosure,Peromyscus,maniculatus,Rodent
24918,12,19,1996,4,DM,M,37,51,12/19/1996,Thu,Control,Dipodomys,merriami,Rodent
24919,12,19,1996,11,DM,F,35,39,12/19/1996,Thu,Control,Dipodomys,merriami,Rodent
24920,12,19,1996,10,RM,M,17,9,12/19/1996,Thu,Rodent Exclosure,Reithrodontomys,megalotis,Rodent
24921,2,8,1997,2,PB,M,22,32,2/8/1997,Sat,Control,Chaetodipus,baileyi,Rodent
24922,2,8,1997,21,PF,M,16,8,2/8/1997,Sat,Long-term Krat Exclosure,Perognathus,flavus,Rodent
24923,2,8,1997,1,OT,M,19,22,2/8/1997,Sat,Spectab exclosure,Onychomys,torridus,Rodent
24924,2,8,1997,20,OT,F,20,19,2/8/1997,Sat,Short-term Krat Exclosure,Onychomys,torridus,Rodent
24925,2,8,1997,22,DM,F,37,43,2/8/1997,Sat,Control,Dipodomys,merriami,Rodent
24926,2,8,1997,22,DM,M,37,51,2/8/1997,Sat,Control,Dipodomys,merriami,Rodent
24927,2,8,1997,24,RM,M,17,11,2/8/1997,Sat,Rodent Exclosure,Reithrodontomys,megalotis,Rodent
24928,2,8,1997,12,DM,M,39,47,2/8/1997,Sat,Control,Dipodomys,merriami,Rodent
24929,2,8,1997,19,PF,M,17,8,2/8/1997,Sat,Long-term Krat Exclosure,Perognathus,flavus,Rodent
24930,2,8,1997,18,RM,M,16,10,2/8/1997,Sat,Short-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
24931,2,8,1997,17,DM,M,35,53,2/8/1997,Sat,Control,Dipodomys,merriami,Rodent
24932,2,8,1997,1,DM,F,36,39,2/8/1997,Sat,Spectab exclosure,Dipodomys,merriami,Rodent
24933,2,8,1997,19,PB,F,27,30,2/8/1997,Sat,Long-term Krat Exclosure,Chaetodipus,baileyi,Rodent
24934,2,8,1997,1,DO,F,36,47,2/8/1997,Sat,Spectab exclosure,Dipodomys,ordii,Rodent
24935,2,8,1997,12,DM,F,38,49,2/8/1997,Sat,Control,Dipodomys,merriami,Rodent
24936,2,8,1997,21,RM,F,17,9,2/8/1997,Sat,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
24937,2,8,1997,24,PM,M,21,24,2/8/1997,Sat,Rodent Exclosure,Peromyscus,maniculatus,Rodent
24938,2,8,1997,1,DM,M,36,42,2/8/1997,Sat,Spectab exclosure,Dipodomys,merriami,Rodent
24939,2,8,1997,2,DM,M,34,44,2/8/1997,Sat,Control,Dipodomys,merriami,Rodent
24940,2,8,1997,19,PF,F,17,8,2/8/1997,Sat,Long-term Krat Exclosure,Perognathus,flavus,Rodent
24941,2,8,1997,7,RM,M,17,9,2/8/1997,Sat,Rodent Exclosure,Reithrodontomys,megalotis,Rodent
24942,2,8,1997,1,DO,M,37,47,2/8/1997,Sat,Spectab exclosure,Dipodomys,ordii,Rodent
24943,2,8,1997,12,DM,M,38,44,2/8/1997,Sat,Control,Dipodomys,merriami,Rodent
24944,2,8,1997,7,OT,M,21,22,2/8/1997,Sat,Rodent Exclosure,Onychomys,torridus,Rodent
24945,2,8,1997,21,PF,M,15,7,2/8/1997,Sat,Long-term Krat Exclosure,Perognathus,flavus,Rodent
24946,2,8,1997,1,DO,F,36,32,2/8/1997,Sat,Spectab exclosure,Dipodomys,ordii,Rodent
24947,2,8,1997,2,DM,M,36,50,2/8/1997,Sat,Control,Dipodomys,merriami,Rodent
24948,2,8,1997,19,PF,M,16,8,2/8/1997,Sat,Long-term Krat Exclosure,Perognathus,flavus,Rodent
24949,2,8,1997,18,DO,M,35,27,2/8/1997,Sat,Short-term Krat Exclosure,Dipodomys,ordii,Rodent
24950,2,8,1997,23,PM,M,21,21,2/8/1997,Sat,Rodent Exclosure,Peromyscus,maniculatus,Rodent
24951,2,8,1997,12,DM,M,37,40,2/8/1997,Sat,Control,Dipodomys,merriami,Rodent
24952,2,8,1997,23,RM,F,16,9,2/8/1997,Sat,Rodent Exclosure,Reithrodontomys,megalotis,Rodent
24953,2,8,1997,24,PE,F,19,20,2/8/1997,Sat,Rodent Exclosure,Peromyscus,eremicus,Rodent
24954,2,8,1997,1,DO,M,37,55,2/8/1997,Sat,Spectab exclosure,Dipodomys,ordii,Rodent
24955,2,8,1997,2,PM,M,20,23,2/8/1997,Sat,Control,Peromyscus,maniculatus,Rodent
24956,2,8,1997,12,DM,M,36,36,2/8/1997,Sat,Control,Dipodomys,merriami,Rodent
24957,2,8,1997,17,DM,M,38,48,2/8/1997,Sat,Control,Dipodomys,merriami,Rodent
24960,2,8,1997,2,PM,F,20,30,2/8/1997,Sat,Control,Peromyscus,maniculatus,Rodent
