plot_id,species_id,sex,weight,date,plot_type
12,DM,F,46,2/9/2002,Control
17,DM,F,46,2/9/2002,Control
17,NL,F,154,2/9/2002,Control
18,RM,F,12,2/9/2002,Short-term Krat Exclosure
18,PB,F,32,2/9/2002,Short-term Krat Exclosure
19,PB,F,30,2/9/2002,Long-term Krat Exclosure
19,PB,F,27,2/9/2002,Long-term Krat Exclosure
22,PB,F,30,2/9/2002,Control
21,PB,F,30,2/9/2002,Long-term Krat Exclosure
20,PB,F,33,2/9/2002,Short-term Krat Exclosure
20,PB,M,41,2/9/2002,Short-term Krat Exclosure
20,OT,F,24,2/9/2002,Short-term Krat Exclosure
4,DM,F,51,2/10/2002,Control
4,PB,F,25,2/10/2002,Control
6,PB,F,28,2/10/2002,Short-term Krat Exclosure
6,PB,F,26,2/10/2002,Short-term Krat Exclosure
6,PB,M,35,2/10/2002,Short-term Krat Exclosure
6,DO,F,53,2/10/2002,Short-term Krat Exclosure
6,PB,M,35,2/10/2002,Short-term Krat Exclosure
11,DO,F,46,2/10/2002,Control
11,DO,M,55,2/10/2002,Control
8,DO,M,52,2/10/2002,Control
8,DO,F,60,2/10/2002,Control
8,DM,F,41,2/10/2002,Control
8,PB,F,25,2/10/2002,Control
13,PF,F,7,2/10/2002,Short-term Krat Exclosure
13,PB,M,37,2/10/2002,Short-term Krat Exclosure
13,PB,M,49,2/10/2002,Short-term Krat Exclosure
14,DM,F,46,2/10/2002,Control
14,NL,M,222,2/10/2002,Control
15,RM,F,7,2/10/2002,Long-term Krat Exclosure
15,RM,F,10,2/10/2002,Long-term Krat Exclosure
7,DO,F,55,2/10/2002,Rodent Exclosure
7,DO,F,47,2/10/2002,Rodent Exclosure
7,DO,F,54,2/10/2002,Rodent Exclosure
1,DO,F,46,3/13/2002,Spectab exclosure
1,DO,M,63,3/13/2002,Spectab exclosure
2,DM,M,55,3/13/2002,Control
2,NL,F,196,3/13/2002,Control
12,PP,M,23,3/13/2002,Control
19,PB,M,45,3/13/2002,Long-term Krat Exclosure
19,PP,M,19,3/13/2002,Long-term Krat Exclosure
19,PB,F,28,3/13/2002,Long-term Krat Exclosure
18,PB,F,36,3/13/2002,Short-term Krat Exclosure
18,RM,M,11,3/13/2002,Short-term Krat Exclosure
18,OT,F,24,3/13/2002,Short-term Krat Exclosure
17,DM,M,50,3/13/2002,Control
17,OT,M,32,3/13/2002,Control
17,DM,F,45,3/13/2002,Control
17,DM,M,46,3/13/2002,Control
17,OT,F,26,3/13/2002,Control
22,PB,F,32,3/13/2002,Control
22,PB,F,25,3/13/2002,Control
21,PB,M,34,3/13/2002,Long-term Krat Exclosure
21,PB,F,30,3/13/2002,Long-term Krat Exclosure
20,PB,M,41,3/13/2002,Short-term Krat Exclosure
20,PB,F,34,3/13/2002,Short-term Krat Exclosure
3,PB,F,32,3/14/2002,Long-term Krat Exclosure
3,DO,M,56,3/14/2002,Long-term Krat Exclosure
3,DO,M,53,3/14/2002,Long-term Krat Exclosure
3,PB,M,40,3/14/2002,Long-term Krat Exclosure
3,PB,F,39,3/14/2002,Long-term Krat Exclosure
4,DO,M,30,3/14/2002,Control
4,PF,F,8,3/14/2002,Control
4,DM,F,50,3/14/2002,Control
4,PB,F,26,3/14/2002,Control
4,DO,M,54,3/14/2002,Control
4,DM,F,52,3/14/2002,Control
6,PB,M,33,3/14/2002,Short-term Krat Exclosure
6,PB,F,25,3/14/2002,Short-term Krat Exclosure
6,PB,M,34,3/14/2002,Short-term Krat Exclosure
6,DO,F,53,3/14/2002,Short-term Krat Exclosure
6,PB,F,32,3/14/2002,Short-term Krat Exclosure
6,DO,M,59,3/14/2002,Short-term Krat Exclosure
11,DM,M,49,3/14/2002,Control
11,DM,M,47,3/14/2002,Control
11,PP,F,18,3/14/2002,Control
11,DM,M,59,3/14/2002,Control
11,PB,F,30,3/14/2002,Control
11,DO,F,54,3/14/2002,Control
9,OT,M,30,3/14/2002,Spectab exclosure
8,DO,F,58,3/14/2002,Control
8,PP,M,18,3/14/2002,Control
14,PP,M,19,3/14/2002,Control
15,PP,F,15,3/14/2002,Long-term Krat Exclosure
15,RM,F,7,3/14/2002,Long-term Krat Exclosure
1,DO,M,51,4/16/2002,Spectab exclosure
1,PP,F,18,4/16/2002,Spectab exclosure
1,NL,M,227,4/16/2002,Spectab exclosure
1,PP,F,17,4/16/2002,Spectab exclosure
1,DO,M,58,4/16/2002,Spectab exclosure
1,PB,M,40,4/16/2002,Spectab exclosure
1,PP,M,17,4/16/2002,Spectab exclosure
1,PP,F,15,4/16/2002,Spectab exclosure
6,OT,F,26,4/16/2002,Short-term Krat Exclosure
6,PB,M,34,4/16/2002,Short-term Krat Exclosure
6,DO,M,35,4/16/2002,Short-term Krat Exclosure
6,PB,F,43,4/16/2002,Short-term Krat Exclosure
6,PB,F,36,4/16/2002,Short-term Krat Exclosure
12,DM,M,45,4/16/2002,Control
12,DO,M,48,4/16/2002,Control
12,DM,F,46,4/16/2002,Control
11,PB,F,31,4/16/2002,Control
11,DM,F,43,4/16/2002,Control
11,DM,M,57,4/16/2002,Control
11,PP,F,20,4/16/2002,Control
8,DO,M,62,4/16/2002,Control
8,PP,F,18,4/16/2002,Control
8,PB,F,35,4/16/2002,Control
13,PB,M,17,4/16/2002,Short-term Krat Exclosure
13,PB,M,38,4/16/2002,Short-term Krat Exclosure
18,PB,M,36,4/16/2002,Short-term Krat Exclosure
18,OT,F,26,4/16/2002,Short-term Krat Exclosure
19,PP,M,17,4/16/2002,Long-term Krat Exclosure
19,PP,M,15,4/16/2002,Long-term Krat Exclosure
22,PB,F,35,4/16/2002,Control
2,PB,F,34,4/17/2002,Control
2,DO,F,38,4/17/2002,Control
2,OT,F,25,4/17/2002,Control
2,DM,F,51,4/17/2002,Control
2,NL,F,149,4/17/2002,Control
3,DM,M,50,4/17/2002,Long-term Krat Exclosure
3,DM,F,43,4/17/2002,Long-term Krat Exclosure
3,PP,M,21,4/17/2002,Long-term Krat Exclosure
3,DO,M,47,4/17/2002,Long-term Krat Exclosure
3,PB,M,51,4/17/2002,Long-term Krat Exclosure
3,PB,F,38,4/17/2002,Long-term Krat Exclosure
3,DO,F,56,4/17/2002,Long-term Krat Exclosure
3,PB,F,32,4/17/2002,Long-term Krat Exclosure
3,OT,M,31,4/17/2002,Long-term Krat Exclosure
4,DM,F,47,4/17/2002,Control
4,PB,M,48,4/17/2002,Control
9,DM,F,50,4/17/2002,Spectab exclosure
9,PP,M,24,4/17/2002,Spectab exclosure
9,PP,F,16,4/17/2002,Spectab exclosure
9,PP,M,19,4/17/2002,Spectab exclosure
9,DM,M,56,4/17/2002,Spectab exclosure
14,DM,F,43,4/17/2002,Control
14,OT,M,24,4/17/2002,Control
14,DM,M,49,4/17/2002,Control
14,DM,M,43,4/17/2002,Control
14,DM,M,27,4/17/2002,Control
15,SH,M,51,4/17/2002,Long-term Krat Exclosure
15,PP,F,17,4/17/2002,Long-term Krat Exclosure
15,PB,F,19,4/17/2002,Long-term Krat Exclosure
20,PB,F,35,4/17/2002,Short-term Krat Exclosure
17,DM,M,50,4/17/2002,Control
17,PB,F,47,4/17/2002,Control
17,PP,M,20,4/17/2002,Control
1,PB,M,23,5/15/2002,Spectab exclosure
1,PP,F,17,5/15/2002,Spectab exclosure
1,PB,M,43,5/15/2002,Spectab exclosure
1,DO,M,52,5/15/2002,Spectab exclosure
1,NL,F,138,5/15/2002,Spectab exclosure
2,PE,F,16,5/15/2002,Control
2,PB,F,19,5/15/2002,Control
2,PB,F,41,5/15/2002,Control
2,PP,M,22,5/15/2002,Control
2,PP,F,20,5/15/2002,Control
2,DO,M,52,5/15/2002,Control
2,PE,M,21,5/15/2002,Control
12,PP,F,20,5/15/2002,Control
12,PP,M,17,5/15/2002,Control
12,DO,F,63,5/15/2002,Control
12,PP,M,19,5/15/2002,Control
12,PP,M,18,5/15/2002,Control
19,PB,F,34,5/15/2002,Long-term Krat Exclosure
19,PP,F,13,5/15/2002,Long-term Krat Exclosure
19,PP,M,17,5/15/2002,Long-term Krat Exclosure
19,PP,F,18,5/15/2002,Long-term Krat Exclosure
18,PB,F,20,5/15/2002,Short-term Krat Exclosure
18,PB,M,33,5/15/2002,Short-term Krat Exclosure
18,PB,F,30,5/15/2002,Short-term Krat Exclosure
18,PB,F,16,5/15/2002,Short-term Krat Exclosure
17,DM,M,41,5/15/2002,Control
17,DM,F,47,5/15/2002,Control
20,RM,M,10,5/15/2002,Short-term Krat Exclosure
20,OT,F,26,5/15/2002,Short-term Krat Exclosure
20,PB,M,41,5/15/2002,Short-term Krat Exclosure
20,NL,F,171,5/15/2002,Short-term Krat Exclosure
21,PB,F,13,5/15/2002,Long-term Krat Exclosure
21,PB,F,31,5/15/2002,Long-term Krat Exclosure
21,PB,F,15,5/15/2002,Long-term Krat Exclosure
22,PB,F,30,5/15/2002,Control
22,DM,M,26,5/15/2002,Control
22,DM,M,49,5/15/2002,Control
22,PB,M,32,5/15/2002,Control
24,PE,F,24,5/15/2002,Rodent Exclosure
7,PP,F,16,5/15/2002,Rodent Exclosure
7,PP,F,19,5/15/2002,Rodent Exclosure
3,PB,F,17,5/16/2002,Long-term Krat Exclosure
3,PB,M,48,5/16/2002,Long-term Krat Exclosure
3,PF,F,9,5/16/2002,Long-term Krat Exclosure
3,PP,M,20,5/16/2002,Long-term Krat Exclosure
3,DO,M,52,5/16/2002,Long-term Krat Exclosure
4,DM,F,46,5/16/2002,Control
4,DO,M,50,5/16/2002,Control
6,PB,F,32,5/16/2002,Short-term Krat Exclosure
6,DO,M,44,5/16/2002,Short-term Krat Exclosure
6,PB,F,17,5/16/2002,Short-term Krat Exclosure
6,PB,M,19,5/16/2002,Short-term Krat Exclosure
11,PE,F,27,5/16/2002,Control
11,PP,F,20,5/16/2002,Control
11,DO,F,37,5/16/2002,Control
9,DM,M,45,5/16/2002,Spectab exclosure
9,DM,F,45,5/16/2002,Spectab exclosure
9,DM,F,25,5/16/2002,Spectab exclosure
8,PP,M,21,5/16/2002,Control
8,DM,M,42,5/16/2002,Control
8,DO,M,49,5/16/2002,Control
8,OT,M,11,5/16/2002,Control
8,PP,F,13,5/16/2002,Control
8,PB,F,46,5/16/2002,Control
8,DO,M,57,5/16/2002,Control
13,OT,F,23,5/16/2002,Short-term Krat Exclosure
13,PB,F,26,5/16/2002,Short-term Krat Exclosure
13,PB,F,42,5/16/2002,Short-term Krat Exclosure
14,DM,M,48,5/16/2002,Control
14,DM,M,42,5/16/2002,Control
14,DM,F,37,5/16/2002,Control
14,DM,M,47,5/16/2002,Control
14,DM,M,48,5/16/2002,Control
15,PB,M,24,5/16/2002,Long-term Krat Exclosure
15,PB,F,33,5/16/2002,Long-term Krat Exclosure
15,PP,F,20,5/16/2002,Long-term Krat Exclosure
15,PP,M,18,5/16/2002,Long-term Krat Exclosure
15,PP,F,20,5/16/2002,Long-term Krat Exclosure
15,PB,F,23,5/16/2002,Long-term Krat Exclosure
16,PB,M,35,5/16/2002,Rodent Exclosure
16,PE,M,13,5/16/2002,Rodent Exclosure
1,DO,F,39,6/15/2002,Spectab exclosure
1,PB,F,29,6/15/2002,Spectab exclosure
1,PP,F,11,6/15/2002,Spectab exclosure
1,PP,M,21,6/15/2002,Spectab exclosure
2,NL,F,139,6/15/2002,Control
12,DO,M,52,6/15/2002,Control
12,PE,F,23,6/15/2002,Control
12,PP,F,18,6/15/2002,Control
19,PP,F,18,6/15/2002,Long-term Krat Exclosure
19,PB,F,31,6/15/2002,Long-term Krat Exclosure
19,PP,F,18,6/15/2002,Long-term Krat Exclosure
19,PB,F,23,6/15/2002,Long-term Krat Exclosure
22,PB,M,39,6/15/2002,Control
22,PB,M,23,6/15/2002,Control
18,PB,F,34,6/15/2002,Short-term Krat Exclosure
18,PB,F,25,6/15/2002,Short-term Krat Exclosure
18,PB,F,23,6/15/2002,Short-term Krat Exclosure
18,PB,M,18,6/15/2002,Short-term Krat Exclosure
17,DM,M,50,6/15/2002,Control
17,PB,F,38,6/15/2002,Control
17,PB,M,28,6/15/2002,Control
17,DM,F,50,6/15/2002,Control
17,PB,F,20,6/15/2002,Control
21,PB,M,40,6/15/2002,Long-term Krat Exclosure
21,PB,F,31,6/15/2002,Long-term Krat Exclosure
20,PB,F,33,6/15/2002,Short-term Krat Exclosure
20,PB,F,29,6/15/2002,Short-term Krat Exclosure
3,DM,F,44,6/16/2002,Long-term Krat Exclosure
3,PP,F,11,6/16/2002,Long-term Krat Exclosure
3,DM,M,53,6/16/2002,Long-term Krat Exclosure
4,PP,F,20,6/16/2002,Control
4,PB,M,28,6/16/2002,Control
4,DO,M,50,6/16/2002,Control
4,PB,F,27,6/16/2002,Control
4,PE,F,22,6/16/2002,Control
6,PP,F,17,6/16/2002,Short-term Krat Exclosure
6,DO,M,43,6/16/2002,Short-term Krat Exclosure
6,PP,M,18,6/16/2002,Short-term Krat Exclosure
6,PB,M,22,6/16/2002,Short-term Krat Exclosure
6,PB,F,29,6/16/2002,Short-term Krat Exclosure
11,DO,M,49,6/16/2002,Control
9,DM,M,48,6/16/2002,Spectab exclosure
9,PP,M,10,6/16/2002,Spectab exclosure
9,DM,M,22,6/16/2002,Spectab exclosure
8,DO,F,48,6/16/2002,Control
8,PP,M,9,6/16/2002,Control
8,PB,F,21,6/16/2002,Control
8,DO,M,55,6/16/2002,Control
8,PB,M,18,6/16/2002,Control
8,PP,M,11,6/16/2002,Control
8,PP,M,21,6/16/2002,Control
8,PP,F,18,6/16/2002,Control
13,PB,M,26,6/16/2002,Short-term Krat Exclosure
13,PB,M,41,6/16/2002,Short-term Krat Exclosure
13,DO,F,41,6/16/2002,Short-term Krat Exclosure
13,PB,F,37,6/16/2002,Short-term Krat Exclosure
14,DM,F,46,6/16/2002,Control
14,DM,M,38,6/16/2002,Control
14,OT,M,23,6/16/2002,Control
14,NL,M,203,6/16/2002,Control
15,PB,F,37,6/16/2002,Long-term Krat Exclosure
15,PP,M,10,6/16/2002,Long-term Krat Exclosure
15,PB,M,26,6/16/2002,Long-term Krat Exclosure
15,PP,F,19,6/16/2002,Long-term Krat Exclosure
15,PB,F,29,6/16/2002,Long-term Krat Exclosure
15,PP,M,18,6/16/2002,Long-term Krat Exclosure
16,PF,F,5,6/16/2002,Rodent Exclosure
16,PB,M,24,6/16/2002,Rodent Exclosure
16,OT,F,24,6/16/2002,Rodent Exclosure
16,PB,M,23,6/16/2002,Rodent Exclosure
16,PB,F,27,6/16/2002,Rodent Exclosure
1,DO,F,40,7/13/2002,Spectab exclosure
1,PP,F,18,7/13/2002,Spectab exclosure
1,PP,F,15,7/13/2002,Spectab exclosure
2,PB,F,26,7/13/2002,Control
2,DM,F,46,7/13/2002,Control
2,PP,F,13,7/13/2002,Control
2,PP,F,13,7/13/2002,Control
12,PP,F,21,7/13/2002,Control
12,PE,M,23,7/13/2002,Control
19,PB,M,24,7/13/2002,Long-term Krat Exclosure
19,PB,F,30,7/13/2002,Long-term Krat Exclosure
18,PB,F,27,7/13/2002,Short-term Krat Exclosure
18,PB,F,24,7/13/2002,Short-term Krat Exclosure
18,PB,F,25,7/13/2002,Short-term Krat Exclosure
18,PB,F,31,7/13/2002,Short-term Krat Exclosure
17,OT,M,27,7/13/2002,Control
17,PB,M,28,7/13/2002,Control
17,DM,M,54,7/13/2002,Control
17,PP,F,11,7/13/2002,Control
17,PP,M,16,7/13/2002,Control
17,PB,M,33,7/13/2002,Control
20,PP,F,15,7/13/2002,Short-term Krat Exclosure
20,PB,M,40,7/13/2002,Short-term Krat Exclosure
21,PB,M,24,7/13/2002,Long-term Krat Exclosure
21,PB,F,30,7/13/2002,Long-term Krat Exclosure
22,PB,F,26,7/13/2002,Control
22,PB,F,30,7/13/2002,Control
22,PB,M,29,7/13/2002,Control
23,PE,F,23,7/13/2002,Rodent Exclosure
7,PP,M,15,7/13/2002,Rodent Exclosure
7,PB,M,16,7/13/2002,Rodent Exclosure
24,RM,M,7,7/13/2002,Rodent Exclosure
3,PB,F,34,7/14/2002,Long-term Krat Exclosure
3,PB,M,42,7/14/2002,Long-term Krat Exclosure
3,PP,M,13,7/14/2002,Long-term Krat Exclosure
3,PP,F,16,7/14/2002,Long-term Krat Exclosure
4,PB,M,25,7/14/2002,Control
4,PP,F,15,7/14/2002,Control
4,PP,F,17,7/14/2002,Control
4,PF,F,7,7/14/2002,Control
4,PB,F,26,7/14/2002,Control
6,PP,F,12,7/14/2002,Short-term Krat Exclosure
6,PB,M,26,7/14/2002,Short-term Krat Exclosure
6,PB,M,42,7/14/2002,Short-term Krat Exclosure
6,PP,M,19,7/14/2002,Short-term Krat Exclosure
6,PB,F,38,7/14/2002,Short-term Krat Exclosure
6,PB,F,26,7/14/2002,Short-term Krat Exclosure
6,DO,M,39,7/14/2002,Short-term Krat Exclosure
6,PB,F,29,7/14/2002,Short-term Krat Exclosure
6,PB,F,34,7/14/2002,Short-term Krat Exclosure
11,PP,M,18,7/14/2002,Control
11,PP,M,13,7/14/2002,Control
9,PP,F,17,7/14/2002,Spectab exclosure
9,DO,F,47,7/14/2002,Spectab exclosure
9,DM,M,46,7/14/2002,Spectab exclosure
9,PP,F,13,7/14/2002,Spectab exclosure
9,DM,M,35,7/14/2002,Spectab exclosure
8,DO,M,52,7/14/2002,Control
8,OT,M,19,7/14/2002,Control
8,DO,M,53,7/14/2002,Control
8,PP,F,12,7/14/2002,Control
13,OT,F,21,7/14/2002,Short-term Krat Exclosure
13,PB,M,29,7/14/2002,Short-term Krat Exclosure
13,PB,M,41,7/14/2002,Short-term Krat Exclosure
13,PP,F,11,7/14/2002,Short-term Krat Exclosure
13,PP,M,13,7/14/2002,Short-term Krat Exclosure
13,PB,M,31,7/14/2002,Short-term Krat Exclosure
13,PB,F,25,7/14/2002,Short-term Krat Exclosure
14,DM,F,40,7/14/2002,Control
14,PP,M,13,7/14/2002,Control
14,PP,M,14,7/14/2002,Control
15,PB,F,25,7/14/2002,Long-term Krat Exclosure
15,PP,F,17,7/14/2002,Long-term Krat Exclosure
15,DM,F,42,7/14/2002,Long-term Krat Exclosure
15,PP,F,18,7/14/2002,Long-term Krat Exclosure
15,PB,M,29,7/14/2002,Long-term Krat Exclosure
15,PB,M,29,7/14/2002,Long-term Krat Exclosure
15,SH,M,57,7/14/2002,Long-term Krat Exclosure
15,PB,F,23,7/14/2002,Long-term Krat Exclosure
16,OT,F,39,7/14/2002,Rodent Exclosure
16,RM,M,7,7/14/2002,Rodent Exclosure
16,DM,F,45,7/14/2002,Rodent Exclosure
12,DO,F,57,9/8/2002,Control
19,PB,M,33,9/8/2002,Long-term Krat Exclosure
18,PB,F,29,9/8/2002,Short-term Krat Exclosure
17,PB,F,30,9/8/2002,Control
17,DM,F,50,9/8/2002,Control
17,PB,F,31,9/8/2002,Control
17,DM,M,47,9/8/2002,Control
17,NL,M,162,9/8/2002,Control
20,PB,F,48,9/8/2002,Short-term Krat Exclosure
21,PB,M,36,9/8/2002,Long-term Krat Exclosure
22,PB,M,30,9/8/2002,Control
22,PB,F,33,9/8/2002,Control
22,PP,M,21,9/8/2002,Control
24,PP,M,18,9/8/2002,Rodent Exclosure
15,PB,M,32,9/10/2002,Long-term Krat Exclosure
14,DM,M,55,9/10/2002,Control
14,DM,M,52,9/10/2002,Control
13,OT,M,26,9/10/2002,Short-term Krat Exclosure
13,PB,M,33,9/10/2002,Short-term Krat Exclosure
9,PP,F,15,9/10/2002,Spectab exclosure
8,OT,M,11,9/10/2002,Control
3,PB,F,46,9/10/2002,Long-term Krat Exclosure
3,PP,M,13,9/10/2002,Long-term Krat Exclosure
3,PP,F,18,9/10/2002,Long-term Krat Exclosure
4,PP,M,15,9/10/2002,Control
4,DO,M,53,9/10/2002,Control
6,PP,F,17,9/10/2002,Short-term Krat Exclosure
6,PB,F,36,9/10/2002,Short-term Krat Exclosure
6,PP,F,20,9/10/2002,Short-term Krat Exclosure
6,PB,F,36,9/10/2002,Short-term Krat Exclosure
16,PP,M,19,9/10/2002,Rodent Exclosure
16,OT,M,15,9/10/2002,Rodent Exclosure
16,PB,M,36,9/10/2002,Rodent Exclosure
16,OT,F,25,9/10/2002,Rodent Exclosure
1,PP,F,18,10/5/2002,Spectab exclosure
1,PP,F,15,10/5/2002,Spectab exclosure
1,PP,F,16,10/5/2002,Spectab exclosure
1,PB,F,28,10/5/2002,Spectab exclosure
2,OL,M,27,10/5/2002,Control
2,PB,M,40,10/5/2002,Control
17,PB,M,32,10/5/2002,Control
17,DM,F,50,10/5/2002,Control
17,PP,M,16,10/5/2002,Control
17,PP,F,15,10/5/2002,Control
18,PB,M,55,10/5/2002,Short-term Krat Exclosure
18,PB,F,34,10/5/2002,Short-term Krat Exclosure
18,PB,F,29,10/5/2002,Short-term Krat Exclosure
18,PB,F,29,10/5/2002,Short-term Krat Exclosure
18,PB,F,31,10/5/2002,Short-term Krat Exclosure
18,PB,F,30,10/5/2002,Short-term Krat Exclosure
18,PB,F,32,10/5/2002,Short-term Krat Exclosure
19,PB,F,35,10/5/2002,Long-term Krat Exclosure
12,PP,F,13,10/5/2002,Control
12,PB,F,26,10/5/2002,Control
12,DO,F,57,10/5/2002,Control
12,PP,M,15,10/5/2002,Control
12,DM,F,50,10/5/2002,Control
22,PB,F,36,10/5/2002,Control
22,PB,F,30,10/5/2002,Control
22,PB,F,30,10/5/2002,Control
20,PB,F,30,10/5/2002,Short-term Krat Exclosure
20,PB,F,31,10/5/2002,Short-term Krat Exclosure
20,PB,M,48,10/5/2002,Short-term Krat Exclosure
20,NL,F,190,10/5/2002,Short-term Krat Exclosure
3,PB,F,15,10/6/2002,Long-term Krat Exclosure
3,PB,M,44,10/6/2002,Long-term Krat Exclosure
3,PB,F,17,10/6/2002,Long-term Krat Exclosure
4,PB,F,28,10/6/2002,Control
4,PF,F,10,10/6/2002,Control
4,PB,M,43,10/6/2002,Control
4,PB,F,25,10/6/2002,Control
6,PP,M,17,10/6/2002,Short-term Krat Exclosure
6,PB,M,39,10/6/2002,Short-term Krat Exclosure
6,PB,F,26,10/6/2002,Short-term Krat Exclosure
6,PB,F,29,10/6/2002,Short-term Krat Exclosure
6,PB,M,41,10/6/2002,Short-term Krat Exclosure
6,PB,F,30,10/6/2002,Short-term Krat Exclosure
11,PP,F,19,10/6/2002,Control
11,OT,F,33,10/6/2002,Control
11,PP,F,16,10/6/2002,Control
9,PP,F,17,10/6/2002,Spectab exclosure
8,OT,F,23,10/6/2002,Control
8,DO,F,56,10/6/2002,Control
8,PP,M,16,10/6/2002,Control
15,PB,F,32,10/6/2002,Long-term Krat Exclosure
15,PP,F,16,10/6/2002,Long-term Krat Exclosure
15,PB,F,27,10/6/2002,Long-term Krat Exclosure
14,DM,M,52,10/6/2002,Control
14,DM,M,54,10/6/2002,Control
14,DM,M,52,10/6/2002,Control
14,PP,M,17,10/6/2002,Control
14,DM,F,43,10/6/2002,Control
13,DO,M,60,10/6/2002,Short-term Krat Exclosure
16,OT,M,22,10/6/2002,Rodent Exclosure
1,PP,F,18,11/9/2002,Spectab exclosure
2,DM,M,55,11/9/2002,Control
2,DM,M,45,11/9/2002,Control
17,OT,F,30,11/9/2002,Control
17,PB,F,38,11/9/2002,Control
17,DM,M,47,11/9/2002,Control
17,DM,M,44,11/9/2002,Control
17,PB,F,29,11/9/2002,Control
18,PB,F,29,11/9/2002,Short-term Krat Exclosure
18,PB,F,29,11/9/2002,Short-term Krat Exclosure
18,PB,F,30,11/9/2002,Short-term Krat Exclosure
19,PP,F,13,11/9/2002,Long-term Krat Exclosure
19,PP,M,15,11/9/2002,Long-term Krat Exclosure
19,PP,F,18,11/9/2002,Long-term Krat Exclosure
19,PB,F,24,11/9/2002,Long-term Krat Exclosure
12,DO,F,54,11/9/2002,Control
12,OT,M,24,11/9/2002,Control
12,PB,M,51,11/9/2002,Control
12,PB,F,31,11/9/2002,Control
22,PB,M,34,11/9/2002,Control
22,PB,F,26,11/9/2002,Control
21,PB,M,45,11/9/2002,Long-term Krat Exclosure
21,PB,F,30,11/9/2002,Long-term Krat Exclosure
21,PB,F,30,11/9/2002,Long-term Krat Exclosure
21,PB,M,45,11/9/2002,Long-term Krat Exclosure
20,PB,M,49,11/9/2002,Short-term Krat Exclosure
20,PB,F,25,11/9/2002,Short-term Krat Exclosure
20,PE,F,24,11/9/2002,Short-term Krat Exclosure
20,OT,M,13,11/9/2002,Short-term Krat Exclosure
24,RM,F,16,11/9/2002,Rodent Exclosure
7,PE,F,30,11/9/2002,Rodent Exclosure
6,DO,F,61,11/10/2002,Short-term Krat Exclosure
6,PB,F,25,11/10/2002,Short-term Krat Exclosure
6,OT,M,23,11/10/2002,Short-term Krat Exclosure
11,PP,M,15,11/10/2002,Control
11,PB,F,33,11/10/2002,Control
11,PP,M,17,11/10/2002,Control
3,PB,F,25,11/10/2002,Long-term Krat Exclosure
3,PB,M,49,11/10/2002,Long-term Krat Exclosure
3,PB,F,24,11/10/2002,Long-term Krat Exclosure
4,DO,M,41,11/10/2002,Control
4,PB,F,28,11/10/2002,Control
4,PB,M,46,11/10/2002,Control
4,PP,M,14,11/10/2002,Control
6,PB,F,30,11/10/2002,Short-term Krat Exclosure
6,PB,F,39,11/10/2002,Short-term Krat Exclosure
6,PB,M,46,11/10/2002,Short-term Krat Exclosure
6,PB,F,28,11/10/2002,Short-term Krat Exclosure
9,OT,M,22,11/10/2002,Spectab exclosure
9,OL,M,21,11/10/2002,Spectab exclosure
8,OT,F,25,11/10/2002,Control
8,PB,F,37,11/10/2002,Control
8,PB,F,24,11/10/2002,Control
8,PB,F,27,11/10/2002,Control
8,DO,M,63,11/10/2002,Control
8,PP,F,14,11/10/2002,Control
13,PB,F,35,11/10/2002,Short-term Krat Exclosure
13,PB,M,22,11/10/2002,Short-term Krat Exclosure
13,PB,M,44,11/10/2002,Short-term Krat Exclosure
13,PB,F,20,11/10/2002,Short-term Krat Exclosure
13,DO,F,65,11/10/2002,Short-term Krat Exclosure
13,OT,M,23,11/10/2002,Short-term Krat Exclosure
14,DM,F,44,11/10/2002,Control
15,PB,F,31,11/10/2002,Long-term Krat Exclosure
15,PB,F,22,11/10/2002,Long-term Krat Exclosure
15,PB,M,38,11/10/2002,Long-term Krat Exclosure
16,PB,F,29,11/10/2002,Rodent Exclosure
1,PB,M,14,12/7/2002,Spectab exclosure
1,NL,F,196,12/7/2002,Spectab exclosure
2,PP,M,14,12/7/2002,Control
2,PB,F,27,12/7/2002,Control
2,PB,F,28,12/7/2002,Control
2,PB,M,38,12/7/2002,Control
2,DM,M,48,12/7/2002,Control
2,NL,M,248,12/7/2002,Control
18,PB,F,28,12/7/2002,Short-term Krat Exclosure
18,PB,F,23,12/7/2002,Short-term Krat Exclosure
18,PB,F,28,12/7/2002,Short-term Krat Exclosure
18,PB,F,29,12/7/2002,Short-term Krat Exclosure
18,NL,F,154,12/7/2002,Short-term Krat Exclosure
19,PB,F,25,12/7/2002,Long-term Krat Exclosure
19,PP,F,13,12/7/2002,Long-term Krat Exclosure
12,PB,F,30,12/7/2002,Control
12,PP,M,14,12/7/2002,Control
22,PB,F,27,12/7/2002,Control
22,PB,M,35,12/7/2002,Control
21,PB,M,29,12/7/2002,Long-term Krat Exclosure
20,PB,F,34,12/7/2002,Short-term Krat Exclosure
20,PB,M,47,12/7/2002,Short-term Krat Exclosure
20,PB,F,24,12/7/2002,Short-term Krat Exclosure
20,PB,F,27,12/7/2002,Short-term Krat Exclosure
23,PP,M,15,12/7/2002,Rodent Exclosure
24,NL,M,225,12/7/2002,Rodent Exclosure
3,PB,F,38,12/8/2002,Long-term Krat Exclosure
3,PB,F,36,12/8/2002,Long-term Krat Exclosure
3,PB,M,49,12/8/2002,Long-term Krat Exclosure
3,PB,F,34,12/8/2002,Long-term Krat Exclosure
