record_id,plot_id,species_id,sex,hindfoot_length,weight,date,day_of_week,plot_type
24533,11,PP,M,23,15,9/22/1996,Sun,Control
24534,4,OT,F,21,28,9/22/1996,Sun,Control
24536,1,OT,M,20,25,10/12/1996,Sat,Spectab exclosure
24537,2,DM,M,38,45,10/12/1996,Sat,Control
24538,12,DM,M,39,46,10/12/1996,Sat,Control
24540,1,DM,F,35,27,10/12/1996,Sat,Spectab exclosure
24546,2,DM,M,38,50,10/12/1996,Sat,Control
24547,12,PP,M,22,16,10/12/1996,Sat,Control
24549,2,DM,M,34,36,10/12/1996,Sat,Control
24563,21,OT,M,21,20,10/12/1996,Sat,Long-term Krat Exclosure
24564,12,PF,M,15,8,10/12/1996,Sat,Control
24566,19,PB,M,27,26,10/12/1996,Sat,Long-term Krat Exclosure
24567,18,PF,M,15,8,10/12/1996,Sat,Short-term Krat Exclosure
24568,1,PP,M,22,18,10/12/1996,Sat,Spectab exclosure
24573,1,DO,F,37,49,10/12/1996,Sat,Spectab exclosure
24574,17,DM,M,36,48,10/12/1996,Sat,Control
24576,1,DO,M,36,45,10/12/1996,Sat,Spectab exclosure
24585,17,PF,M,16,8,10/12/1996,Sat,Control
24587,21,PF,M,16,8,10/12/1996,Sat,Long-term Krat Exclosure
24591,17,DM,F,36,45,10/12/1996,Sat,Control
24595,2,PB,M,28,38,10/12/1996,Sat,Control
24596,20,PF,F,15,7,10/12/1996,Sat,Short-term Krat Exclosure
24604,6,OT,F,20,17,10/13/1996,Sun,Short-term Krat Exclosure
24607,15,OT,M,21,21,10/13/1996,Sun,Long-term Krat Exclosure
24611,3,DO,F,35,55,10/13/1996,Sun,Long-term Krat Exclosure
24612,9,DO,M,34,49,10/13/1996,Sun,Spectab exclosure
24613,8,DO,M,37,50,10/13/1996,Sun,Control
24614,9,PF,M,16,7,10/13/1996,Sun,Spectab exclosure
24615,14,DM,M,30,26,10/13/1996,Sun,Control
24616,14,DM,M,33,24,10/13/1996,Sun,Control
24625,6,PP,M,21,15,10/13/1996,Sun,Short-term Krat Exclosure
24626,4,DM,F,36,41,10/13/1996,Sun,Control
24629,6,PF,M,16,7,10/13/1996,Sun,Short-term Krat Exclosure
24634,13,DM,F,36,43,10/13/1996,Sun,Short-term Krat Exclosure
24638,6,PF,M,16,7,10/13/1996,Sun,Short-term Krat Exclosure
24639,11,DO,F,38,54,10/13/1996,Sun,Control
24640,9,DM,M,36,47,10/13/1996,Sun,Spectab exclosure
24642,11,PF,F,15,6,10/13/1996,Sun,Control
24643,6,OT,M,20,23,10/13/1996,Sun,Short-term Krat Exclosure
24645,3,PP,F,23,17,10/13/1996,Sun,Long-term Krat Exclosure
24648,14,OT,M,21,22,10/13/1996,Sun,Control
24649,15,PP,M,22,15,10/13/1996,Sun,Long-term Krat Exclosure
24652,13,PF,F,16,9,10/13/1996,Sun,Short-term Krat Exclosure
24654,4,OT,F,20,24,10/13/1996,Sun,Control
24659,9,DM,F,35,36,10/13/1996,Sun,Spectab exclosure
24666,14,DM,F,36,43,10/13/1996,Sun,Control
24668,13,PF,M,15,7,10/13/1996,Sun,Short-term Krat Exclosure
24673,23,PM,M,19,23,11/16/1996,Sat,Rodent Exclosure
24675,17,PF,F,15,7,11/16/1996,Sat,Control
24676,12,DM,M,36,48,11/16/1996,Sat,Control
24677,17,DM,M,38,42,11/16/1996,Sat,Control
24679,1,DM,M,37,40,11/16/1996,Sat,Spectab exclosure
24681,2,DM,M,35,42,11/16/1996,Sat,Control
24682,2,DM,M,36,41,11/16/1996,Sat,Control
24685,12,DM,M,36,36,11/16/1996,Sat,Control
24687,22,OT,F,22,25,11/16/1996,Sat,Control
24688,17,DM,M,38,47,11/16/1996,Sat,Control
24693,22,DM,M,36,40,11/16/1996,Sat,Control
24695,22,OT,M,21,21,11/16/1996,Sat,Control
24700,1,DO,F,36,49,11/16/1996,Sat,Spectab exclosure
24702,20,PF,M,16,7,11/16/1996,Sat,Short-term Krat Exclosure
24706,17,DM,M,36,51,11/16/1996,Sat,Control
24709,12,DM,F,37,47,11/16/1996,Sat,Control
24710,1,OT,M,20,23,11/16/1996,Sat,Spectab exclosure
24715,17,OT,M,21,20,11/16/1996,Sat,Control
24717,2,PB,M,25,27,11/16/1996,Sat,Control
24718,7,PM,F,19,21,11/16/1996,Sat,Rodent Exclosure
24721,3,PE,M,19,23,11/17/1996,Sun,Long-term Krat Exclosure
24723,14,DM,M,35,47,11/17/1996,Sun,Control
24726,9,DM,M,37,49,11/17/1996,Sun,Spectab exclosure
24729,6,PF,F,15,8,11/17/1996,Sun,Short-term Krat Exclosure
24730,9,DM,F,36,40,11/17/1996,Sun,Spectab exclosure
24733,15,RM,F,17,12,11/17/1996,Sun,Long-term Krat Exclosure
24735,4,PF,F,15,8,11/17/1996,Sun,Control
24740,3,PP,F,22,15,11/17/1996,Sun,Long-term Krat Exclosure
24742,3,PM,M,21,19,11/17/1996,Sun,Long-term Krat Exclosure
24743,9,DM,M,35,40,11/17/1996,Sun,Spectab exclosure
24744,3,DO,F,35,54,11/17/1996,Sun,Long-term Krat Exclosure
24756,14,DM,F,33,36,11/17/1996,Sun,Control
24759,9,DM,F,35,38,11/17/1996,Sun,Spectab exclosure
24760,9,DO,M,36,46,11/17/1996,Sun,Spectab exclosure
24761,8,PF,F,16,7,11/17/1996,Sun,Control
24763,11,DM,M,37,39,11/17/1996,Sun,Control
24767,14,DM,F,36,47,11/17/1996,Sun,Control
24771,4,DM,M,38,46,11/17/1996,Sun,Control
24772,13,DM,F,32,43,11/17/1996,Sun,Short-term Krat Exclosure
24777,11,DM,F,35,43,11/17/1996,Sun,Control
24782,3,OT,F,21,22,11/17/1996,Sun,Long-term Krat Exclosure
24787,11,DM,M,36,44,11/17/1996,Sun,Control
24789,13,PF,F,16,8,11/17/1996,Sun,Short-term Krat Exclosure
24791,16,RM,F,17,16,11/17/1996,Sun,Rodent Exclosure
24796,1,DO,M,35,36,12/18/1996,Wed,Spectab exclosure
24798,22,DM,F,37,38,12/18/1996,Wed,Control
24799,12,DM,F,37,47,12/18/1996,Wed,Control
24800,12,OT,F,20,20,12/18/1996,Wed,Control
24801,19,PF,M,16,8,12/18/1996,Wed,Long-term Krat Exclosure
24806,2,OT,F,20,27,12/18/1996,Wed,Control
24807,22,DM,F,35,47,12/18/1996,Wed,Control
24809,24,RM,F,16,11,12/18/1996,Wed,Rodent Exclosure
24812,18,PF,M,16,8,12/18/1996,Wed,Short-term Krat Exclosure
24813,24,PM,F,20,24,12/18/1996,Wed,Rodent Exclosure
24814,19,PF,F,17,7,12/18/1996,Wed,Long-term Krat Exclosure
24819,17,DM,F,36,35,12/18/1996,Wed,Control
24829,22,PF,M,16,7,12/18/1996,Wed,Control
24833,20,PF,M,17,7,12/18/1996,Wed,Short-term Krat Exclosure
24835,12,OT,F,21,27,12/18/1996,Wed,Control
24837,12,DM,F,37,40,12/18/1996,Wed,Control
24838,2,RM,M,18,11,12/18/1996,Wed,Control
24839,18,RM,F,16,14,12/18/1996,Wed,Short-term Krat Exclosure
24845,2,PB,F,24,26,12/18/1996,Wed,Control
24847,2,RM,F,16,9,12/18/1996,Wed,Control
24850,2,PB,M,27,44,12/18/1996,Wed,Control
24853,22,PB,M,26,45,12/18/1996,Wed,Control
24854,1,DO,M,36,50,12/18/1996,Wed,Spectab exclosure
24857,12,DM,F,36,40,12/18/1996,Wed,Control
24858,1,DO,M,35,54,12/18/1996,Wed,Spectab exclosure
24864,1,DM,F,37,41,12/18/1996,Wed,Spectab exclosure
24868,12,DM,M,36,37,12/18/1996,Wed,Control
24874,14,DM,M,34,36,12/19/1996,Thu,Control
24876,9,DM,M,37,51,12/19/1996,Thu,Spectab exclosure
24883,13,OT,F,22,25,12/19/1996,Thu,Short-term Krat Exclosure
24889,14,DM,M,35,50,12/19/1996,Thu,Control
24890,11,DO,M,37,53,12/19/1996,Thu,Control
24891,8,DM,M,35,40,12/19/1996,Thu,Control
24893,4,DM,M,36,40,12/19/1996,Thu,Control
24895,4,PF,F,16,7,12/19/1996,Thu,Control
24902,6,OT,F,20,23,12/19/1996,Thu,Short-term Krat Exclosure
24913,16,DM,F,34,39,12/19/1996,Thu,Rodent Exclosure
24916,13,PM,F,19,23,12/19/1996,Thu,Short-term Krat Exclosure
24917,5,PM,M,20,23,12/19/1996,Thu,Rodent Exclosure
24918,4,DM,M,37,51,12/19/1996,Thu,Control
24919,11,DM,F,35,39,12/19/1996,Thu,Control
27414,12,DM,F,35,41,1/31/1998,Sat,Control
27415,12,DM,M,36,43,1/31/1998,Sat,Control
27418,19,OT,M,21,18,1/31/1998,Sat,Long-term Krat Exclosure
27423,21,PB,M,27,32,1/31/1998,Sat,Long-term Krat Exclosure
27425,1,DM,M,35,39,1/31/1998,Sat,Spectab exclosure
27431,24,PM,M,22,28,1/31/1998,Sat,Rodent Exclosure
27433,19,PB,M,27,31,1/31/1998,Sat,Long-term Krat Exclosure
27437,12,DM,F,36,43,1/31/1998,Sat,Control
27438,2,OT,F,21,25,1/31/1998,Sat,Control
27442,12,DM,F,35,40,1/31/1998,Sat,Control
27446,12,OT,F,20,22,1/31/1998,Sat,Control
27447,17,DM,F,36,39,1/31/1998,Sat,Control
27449,12,DM,M,37,42,1/31/1998,Sat,Control
27454,22,DM,F,37,39,1/31/1998,Sat,Control
27455,1,PB,F,26,31,1/31/1998,Sat,Spectab exclosure
27456,12,OT,M,20,23,1/31/1998,Sat,Control
27457,22,DM,M,37,42,1/31/1998,Sat,Control
27459,22,OT,M,20,24,1/31/1998,Sat,Control
27461,2,OT,M,21,22,1/31/1998,Sat,Control
27466,1,DM,F,36,42,1/31/1998,Sat,Spectab exclosure
27480,8,DO,F,38,48,2/1/1998,Sun,Control
27483,6,PB,F,26,33,2/1/1998,Sun,Short-term Krat Exclosure
27485,14,DM,M,37,49,2/1/1998,Sun,Control
27486,8,DM,F,34,40,2/1/1998,Sun,Control
27488,9,DO,F,37,52,2/1/1998,Sun,Spectab exclosure
27490,4,DM,M,38,51,2/1/1998,Sun,Control
27494,8,DO,M,36,51,2/1/1998,Sun,Control
27495,13,PM,M,21,23,2/1/1998,Sun,Short-term Krat Exclosure
27496,3,PB,F,26,37,2/1/1998,Sun,Long-term Krat Exclosure
27499,11,DO,F,36,43,2/1/1998,Sun,Control
27505,11,OT,F,21,22,2/1/1998,Sun,Control
27506,14,DM,F,35,41,2/1/1998,Sun,Control
27509,4,DM,M,35,43,2/1/1998,Sun,Control
27511,11,DM,M,35,41,2/1/1998,Sun,Control
27518,14,DM,F,37,42,2/1/1998,Sun,Control
27524,14,DM,M,35,42,2/1/1998,Sun,Control
27530,6,OT,F,20,21,2/1/1998,Sun,Short-term Krat Exclosure
27532,14,DM,M,39,44,2/1/1998,Sun,Control
27539,14,DM,F,35,45,2/1/1998,Sun,Control
27540,8,DM,M,36,41,2/1/1998,Sun,Control
27684,12,DM,F,35,47,3/29/1998,Sun,Control
27685,1,DM,F,35,45,3/29/1998,Sun,Spectab exclosure
27698,18,PB,F,25,38,3/29/1998,Sun,Short-term Krat Exclosure
27701,2,DM,M,34,45,3/29/1998,Sun,Control
27702,2,DM,M,35,48,3/29/1998,Sun,Control
27706,19,PB,F,26,42,3/29/1998,Sun,Long-term Krat Exclosure
27710,19,PM,F,20,23,3/29/1998,Sun,Long-term Krat Exclosure
27711,19,PB,M,26,38,3/29/1998,Sun,Long-term Krat Exclosure
27715,2,DM,M,37,43,3/29/1998,Sun,Control
27716,12,DM,F,35,48,3/29/1998,Sun,Control
27717,12,DM,M,37,49,3/29/1998,Sun,Control
27718,17,DM,F,33,45,3/29/1998,Sun,Control
27721,17,DM,F,37,47,3/29/1998,Sun,Control
27722,21,PB,F,27,36,3/29/1998,Sun,Long-term Krat Exclosure
27725,2,PP,M,20,20,3/29/1998,Sun,Control
27726,7,PP,M,23,19,3/29/1998,Sun,Rodent Exclosure
27727,2,OT,M,21,23,3/29/1998,Sun,Control
27728,12,DM,F,36,42,3/29/1998,Sun,Control
27734,2,NL,F,33,188,3/29/1998,Sun,Control
27736,17,PP,M,21,22,3/29/1998,Sun,Control
27737,22,DM,M,36,45,3/29/1998,Sun,Control
27742,17,DM,F,36,40,3/29/1998,Sun,Control
27743,22,DM,M,36,50,3/29/1998,Sun,Control
27749,18,PB,F,25,35,5/2/1998,Sat,Short-term Krat Exclosure
27750,12,OT,F,19,14,5/2/1998,Sat,Control
27752,1,PP,M,22,22,5/2/1998,Sat,Spectab exclosure
27758,1,DM,F,35,45,5/2/1998,Sat,Spectab exclosure
27759,17,DM,M,37,50,5/2/1998,Sat,Control
27760,20,PM,F,20,27,5/2/1998,Sat,Short-term Krat Exclosure
27762,12,NL,F,31,238,5/2/1998,Sat,Control
27766,12,DM,M,35,42,5/2/1998,Sat,Control
27771,12,DM,M,36,46,5/2/1998,Sat,Control
27773,20,PF,F,16,11,5/2/1998,Sat,Short-term Krat Exclosure
27776,2,DM,M,35,46,5/2/1998,Sat,Control
27777,1,OT,F,19,35,5/2/1998,Sat,Spectab exclosure
27780,2,OT,M,19,29,5/2/1998,Sat,Control
27784,12,DM,M,36,47,5/2/1998,Sat,Control
27786,12,DM,M,35,47,5/2/1998,Sat,Control
27787,7,PP,F,21,17,5/2/1998,Sat,Rodent Exclosure
27788,12,OT,F,20,31,5/2/1998,Sat,Control
27789,22,PB,F,25,31,5/2/1998,Sat,Control
27793,1,DO,M,36,30,5/2/1998,Sat,Spectab exclosure
27795,17,PP,F,22,19,5/2/1998,Sat,Control
27796,22,PB,M,27,46,5/2/1998,Sat,Control
27797,12,DM,M,35,45,5/2/1998,Sat,Control
27800,7,PP,M,22,20,5/2/1998,Sat,Rodent Exclosure
27802,11,DO,M,36,59,5/3/1998,Sun,Control
27803,8,DM,M,36,49,5/3/1998,Sun,Control
27806,6,PB,F,26,42,5/3/1998,Sun,Short-term Krat Exclosure
27807,8,PP,M,22,18,5/3/1998,Sun,Control
27812,13,DM,M,36,52,5/3/1998,Sun,Short-term Krat Exclosure
27813,13,DM,F,34,44,5/3/1998,Sun,Short-term Krat Exclosure
27814,3,PP,F,20,17,5/3/1998,Sun,Long-term Krat Exclosure
27816,5,PM,M,20,13,5/3/1998,Sun,Rodent Exclosure
27817,16,PM,M,21,21,5/3/1998,Sun,Rodent Exclosure
27818,9,DM,F,35,50,5/3/1998,Sun,Spectab exclosure
27821,9,PP,F,21,20,5/3/1998,Sun,Spectab exclosure
27825,13,DM,M,37,48,5/3/1998,Sun,Short-term Krat Exclosure
27828,3,PP,F,21,17,5/3/1998,Sun,Long-term Krat Exclosure
27830,14,DM,M,37,46,5/3/1998,Sun,Control
27835,5,PP,M,20,23,5/3/1998,Sun,Rodent Exclosure
27848,6,PP,F,22,17,5/3/1998,Sun,Short-term Krat Exclosure
27853,9,DM,F,33,44,5/3/1998,Sun,Spectab exclosure
27859,24,PE,F,20,27,5/28/1998,Thu,Rodent Exclosure
27860,2,NL,F,33,190,5/28/1998,Thu,Control
27863,12,PP,M,21,18,5/28/1998,Thu,Control
27864,22,OT,F,21,25,5/28/1998,Thu,Control
27865,12,DM,M,36,52,5/28/1998,Thu,Control
27867,12,NL,F,33,199,5/28/1998,Thu,Control
27868,19,PB,M,26,24,5/28/1998,Thu,Long-term Krat Exclosure
27869,21,PB,F,26,35,5/28/1998,Thu,Long-term Krat Exclosure
27870,17,PE,M,19,13,5/28/1998,Thu,Control
27876,17,DM,F,37,38,5/28/1998,Thu,Control
27877,22,DM,F,35,45,5/28/1998,Thu,Control
27878,19,PM,F,21,20,5/28/1998,Thu,Long-term Krat Exclosure
27881,20,PF,F,16,10,5/28/1998,Thu,Short-term Krat Exclosure
27886,22,DM,F,36,46,5/28/1998,Thu,Control
27890,18,PB,F,26,34,5/28/1998,Thu,Short-term Krat Exclosure
27896,2,DM,F,37,45,5/28/1998,Thu,Control
27897,2,NL,M,21,110,5/28/1998,Thu,Control
27901,17,DM,M,39,43,5/28/1998,Thu,Control
27906,19,PB,F,25,20,5/28/1998,Thu,Long-term Krat Exclosure
27907,12,DM,M,34,46,5/28/1998,Thu,Control
27908,1,PP,M,22,17,5/28/1998,Thu,Spectab exclosure
27910,20,PE,M,20,16,5/28/1998,Thu,Short-term Krat Exclosure
27911,22,DM,M,35,44,5/28/1998,Thu,Control
27912,12,DM,F,36,57,5/28/1998,Thu,Control
27913,17,PP,F,22,17,5/28/1998,Thu,Control
27916,12,OT,M,22,29,5/28/1998,Thu,Control
27917,17,DM,F,36,50,5/28/1998,Thu,Control
27918,1,DO,M,37,56,5/28/1998,Thu,Spectab exclosure
27923,19,PB,F,26,22,5/28/1998,Thu,Long-term Krat Exclosure
27927,17,PP,M,22,19,5/28/1998,Thu,Control
27928,17,PM,F,20,22,5/28/1998,Thu,Control
27935,3,OT,M,21,21,5/29/1998,Fri,Long-term Krat Exclosure
27937,6,OT,M,20,21,5/29/1998,Fri,Short-term Krat Exclosure
27943,9,DM,M,36,49,5/29/1998,Fri,Spectab exclosure
27948,14,DM,M,35,51,5/29/1998,Fri,Control
27949,11,DO,F,34,44,5/29/1998,Fri,Control
27950,8,DM,M,35,47,5/29/1998,Fri,Control
27951,13,PB,M,27,40,5/29/1998,Fri,Short-term Krat Exclosure
27952,6,PB,F,26,39,5/29/1998,Fri,Short-term Krat Exclosure
27953,14,DM,M,36,51,5/29/1998,Fri,Control
27955,6,PB,M,27,35,5/29/1998,Fri,Short-term Krat Exclosure
27961,9,DM,M,36,45,5/29/1998,Fri,Spectab exclosure
27967,14,DM,M,37,48,5/29/1998,Fri,Control
27974,14,DM,F,35,39,5/29/1998,Fri,Control
27980,14,DM,F,35,51,5/29/1998,Fri,Control
27982,14,NL,M,31,140,5/29/1998,Fri,Control
27984,6,PB,F,26,27,5/29/1998,Fri,Short-term Krat Exclosure
27985,9,PE,M,21,14,5/29/1998,Fri,Spectab exclosure
27992,15,PM,M,20,18,5/29/1998,Fri,Long-term Krat Exclosure
27996,15,PM,F,20,16,5/29/1998,Fri,Long-term Krat Exclosure
28000,3,OT,M,20,21,5/29/1998,Fri,Long-term Krat Exclosure
28002,8,DO,M,35,55,5/29/1998,Fri,Control
28004,13,OT,F,20,28,5/29/1998,Fri,Short-term Krat Exclosure
28005,3,PB,F,26,34,5/29/1998,Fri,Long-term Krat Exclosure
28006,4,DM,F,35,43,5/29/1998,Fri,Control
28008,11,DM,F,36,46,5/29/1998,Fri,Control
28012,14,DM,M,36,46,5/29/1998,Fri,Control
28015,22,DM,M,37,38,6/27/1998,Sat,Control
28018,22,DM,F,38,49,6/27/1998,Sat,Control
28028,21,PP,M,22,12,6/27/1998,Sat,Long-term Krat Exclosure
28033,12,DM,M,36,45,6/27/1998,Sat,Control
28037,20,PF,F,16,8,6/27/1998,Sat,Short-term Krat Exclosure
28043,21,PB,F,26,38,6/27/1998,Sat,Long-term Krat Exclosure
28053,20,PE,M,22,22,6/27/1998,Sat,Short-term Krat Exclosure
28054,2,PP,M,22,15,6/27/1998,Sat,Control
28057,7,PP,F,20,19,6/27/1998,Sat,Rodent Exclosure
28058,24,PE,F,20,25,6/27/1998,Sat,Rodent Exclosure
28061,17,DM,F,36,33,6/27/1998,Sat,Control
28062,21,DM,F,34,47,6/27/1998,Sat,Long-term Krat Exclosure
28072,12,DM,M,37,45,6/27/1998,Sat,Control
28074,17,NL,M,34,93,6/27/1998,Sat,Control
28075,20,PM,M,20,23,6/27/1998,Sat,Short-term Krat Exclosure
28079,19,PB,F,25,29,6/27/1998,Sat,Long-term Krat Exclosure
28080,17,DM,F,36,42,6/27/1998,Sat,Control
28081,21,PF,F,16,9,6/27/1998,Sat,Long-term Krat Exclosure
28084,21,OT,M,20,23,6/27/1998,Sat,Long-term Krat Exclosure
28085,24,PE,M,20,22,6/27/1998,Sat,Rodent Exclosure
28092,3,PB,M,28,27,6/28/1998,Sun,Long-term Krat Exclosure
28093,9,DO,M,37,59,6/28/1998,Sun,Spectab exclosure
28096,4,PP,F,20,12,6/28/1998,Sun,Control
28100,6,OT,M,19,24,6/28/1998,Sun,Short-term Krat Exclosure
28104,9,DO,F,36,36,6/28/1998,Sun,Spectab exclosure
28105,6,PB,F,26,29,6/28/1998,Sun,Short-term Krat Exclosure
28118,11,DM,F,36,44,6/28/1998,Sun,Control
28119,14,DM,F,37,51,6/28/1998,Sun,Control
28125,14,DM,F,36,42,6/28/1998,Sun,Control
28133,14,DM,M,35,49,6/28/1998,Sun,Control
28134,3,PB,M,26,30,6/28/1998,Sun,Long-term Krat Exclosure
28140,16,PP,M,23,12,6/28/1998,Sun,Rodent Exclosure
28141,3,PB,F,26,19,6/28/1998,Sun,Long-term Krat Exclosure
28143,5,PM,F,19,19,6/28/1998,Sun,Rodent Exclosure
28144,14,DM,M,36,34,6/28/1998,Sun,Control
28145,15,PM,M,20,20,6/28/1998,Sun,Long-term Krat Exclosure
28149,14,OT,F,19,27,6/28/1998,Sun,Control
28156,9,DM,F,36,41,6/28/1998,Sun,Spectab exclosure
28159,13,PB,F,26,37,6/28/1998,Sun,Short-term Krat Exclosure
28162,3,PB,F,27,36,6/28/1998,Sun,Long-term Krat Exclosure
28167,12,PP,F,21,25,7/18/1998,Sat,Control
28168,19,PF,F,15,9,7/18/1998,Sat,Long-term Krat Exclosure
28182,18,PP,F,20,14,7/18/1998,Sat,Short-term Krat Exclosure
28183,17,DM,M,36,52,7/18/1998,Sat,Control
28184,2,DM,F,36,48,7/18/1998,Sat,Control
28187,22,DM,M,37,40,7/18/1998,Sat,Control
28188,12,PP,F,21,17,7/18/1998,Sat,Control
28201,21,PB,M,26,22,7/18/1998,Sat,Long-term Krat Exclosure
28202,1,PP,F,22,17,7/18/1998,Sat,Spectab exclosure
28212,21,PF,F,16,11,7/18/1998,Sat,Long-term Krat Exclosure
28215,19,PB,F,26,26,7/18/1998,Sat,Long-term Krat Exclosure
28216,19,PM,M,20,23,7/18/1998,Sat,Long-term Krat Exclosure
28223,19,PB,F,26,20,7/18/1998,Sat,Long-term Krat Exclosure
28227,1,PP,F,22,14,7/18/1998,Sat,Spectab exclosure
28229,12,OT,F,19,24,7/18/1998,Sat,Control
28230,17,DO,M,35,28,7/18/1998,Sat,Control
28232,20,PF,F,16,11,7/18/1998,Sat,Short-term Krat Exclosure
28243,4,PP,F,22,18,7/19/1998,Sun,Control
28244,8,PP,M,22,17,7/19/1998,Sun,Control
28247,3,PB,F,26,25,7/19/1998,Sun,Long-term Krat Exclosure
28248,9,OT,M,20,25,7/19/1998,Sun,Spectab exclosure
28253,13,OT,F,19,36,7/19/1998,Sun,Short-term Krat Exclosure
28255,14,DM,F,35,44,7/19/1998,Sun,Control
28257,15,NL,F,35,187,7/19/1998,Sun,Long-term Krat Exclosure
28262,14,DM,F,33,31,7/19/1998,Sun,Control
28265,5,PM,F,20,20,7/19/1998,Sun,Rodent Exclosure
28269,13,PB,F,27,30,7/19/1998,Sun,Short-term Krat Exclosure
28270,5,PM,M,21,23,7/19/1998,Sun,Rodent Exclosure
28272,9,DO,M,36,62,7/19/1998,Sun,Spectab exclosure
28274,10,PM,F,21,25,7/19/1998,Sun,Rodent Exclosure
28278,10,PM,M,20,21,7/19/1998,Sun,Rodent Exclosure
28279,4,DM,F,37,43,7/19/1998,Sun,Control
28288,11,DM,F,35,43,7/19/1998,Sun,Control
28298,9,DM,F,35,42,7/19/1998,Sun,Spectab exclosure
28299,14,DM,M,36,35,7/19/1998,Sun,Control
28301,13,PB,F,26,21,7/19/1998,Sun,Short-term Krat Exclosure
28304,16,PM,F,21,25,7/19/1998,Sun,Rodent Exclosure
28308,10,PM,F,20,18,7/19/1998,Sun,Rodent Exclosure
28310,14,OT,F,19,31,7/19/1998,Sun,Control
28314,8,DO,M,37,62,7/19/1998,Sun,Control
28315,9,DM,F,36,57,7/19/1998,Sun,Spectab exclosure
28319,1,DM,M,34,26,8/22/1998,Sat,Spectab exclosure
28320,1,PP,F,21,15,8/22/1998,Sat,Spectab exclosure
28322,1,DO,M,37,52,8/22/1998,Sat,Spectab exclosure
28324,2,PP,F,24,18,8/22/1998,Sat,Control
28330,2,PB,F,26,33,8/22/1998,Sat,Control
28332,7,PB,M,26,27,8/22/1998,Sat,Rodent Exclosure
28336,7,PB,M,26,23,8/22/1998,Sat,Rodent Exclosure
28339,12,PP,M,21,13,8/22/1998,Sat,Control
28345,12,PP,M,21,12,8/22/1998,Sat,Control
28348,12,OT,F,20,24,8/22/1998,Sat,Control
28349,12,DM,F,34,45,8/22/1998,Sat,Control
28351,17,DM,M,35,23,8/22/1998,Sat,Control
28353,17,PP,F,21,17,8/22/1998,Sat,Control
28361,18,PB,M,29,48,8/22/1998,Sat,Short-term Krat Exclosure
28363,18,PP,M,22,14,8/22/1998,Sat,Short-term Krat Exclosure
28367,19,PP,M,21,14,8/22/1998,Sat,Long-term Krat Exclosure
28374,19,PB,M,26,27,8/22/1998,Sat,Long-term Krat Exclosure
28375,19,PB,M,26,28,8/22/1998,Sat,Long-term Krat Exclosure
28379,20,PF,F,15,8,8/22/1998,Sat,Short-term Krat Exclosure
28386,21,PP,M,21,16,8/22/1998,Sat,Long-term Krat Exclosure
28389,21,PB,M,26,26,8/22/1998,Sat,Long-term Krat Exclosure
28390,21,PB,M,27,29,8/22/1998,Sat,Long-term Krat Exclosure
28403,24,PE,F,19,26,8/22/1998,Sat,Rodent Exclosure
28405,3,PB,M,26,31,8/23/1998,Sun,Long-term Krat Exclosure
28408,3,PB,M,26,25,8/23/1998,Sun,Long-term Krat Exclosure
28410,3,PB,F,26,34,8/23/1998,Sun,Long-term Krat Exclosure
28416,3,PB,F,25,30,8/23/1998,Sun,Long-term Krat Exclosure
28418,4,PP,M,22,17,8/23/1998,Sun,Control
28422,4,PP,M,20,8,8/23/1998,Sun,Control
28423,4,DM,F,35,47,8/23/1998,Sun,Control
28425,4,DM,M,35,46,8/23/1998,Sun,Control
28428,5,PM,M,19,21,8/23/1998,Sun,Rodent Exclosure
28429,6,PE,F,20,18,8/23/1998,Sun,Short-term Krat Exclosure
28430,6,PE,M,19,18,8/23/1998,Sun,Short-term Krat Exclosure
28432,6,PB,F,27,38,8/23/1998,Sun,Short-term Krat Exclosure
28436,6,OT,M,20,28,8/23/1998,Sun,Short-term Krat Exclosure
28443,8,PP,F,23,17,8/23/1998,Sun,Control
28447,9,PP,M,23,17,8/23/1998,Sun,Spectab exclosure
28451,11,PP,F,22,17,8/23/1998,Sun,Control
28452,11,DM,F,35,41,8/23/1998,Sun,Control
28458,13,PP,M,21,13,8/23/1998,Sun,Short-term Krat Exclosure
28459,13,OT,M,20,26,8/23/1998,Sun,Short-term Krat Exclosure
28460,13,PB,M,26,26,8/23/1998,Sun,Short-term Krat Exclosure
28463,13,PP,F,22,14,8/23/1998,Sun,Short-term Krat Exclosure
28465,13,PB,F,26,31,8/23/1998,Sun,Short-term Krat Exclosure
28467,14,DM,F,35,40,8/23/1998,Sun,Control
28470,14,PM,F,20,19,8/23/1998,Sun,Control
28471,15,PP,F,21,13,8/23/1998,Sun,Long-term Krat Exclosure
28473,15,PB,M,24,24,8/23/1998,Sun,Long-term Krat Exclosure
28476,16,PB,M,27,23,8/23/1998,Sun,Rodent Exclosure
28478,16,PP,M,22,12,8/23/1998,Sun,Rodent Exclosure
28490,12,DM,F,34,43,9/19/1998,Sat,Control
28492,18,PB,F,25,19,9/19/1998,Sat,Short-term Krat Exclosure
28493,18,PB,M,25,32,9/19/1998,Sat,Short-term Krat Exclosure
28498,19,PP,M,21,14,9/19/1998,Sat,Long-term Krat Exclosure
28499,19,PB,M,27,32,9/19/1998,Sat,Long-term Krat Exclosure
28505,19,PP,M,22,14,9/19/1998,Sat,Long-term Krat Exclosure
