record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,date,day_of_week
11259,3,8,1986,18,DM,F,37,39,1986-03-08,Saturday
11260,3,8,1986,12,OT,F,21,23,1986-03-08,Saturday
11261,3,8,1986,12,DO,F,37,51,1986-03-08,Saturday
11262,3,8,1986,14,OL,F,20,27,1986-03-08,Saturday
11263,3,8,1986,6,DO,M,38,54,1986-03-08,Saturday
11264,3,8,1986,12,DM,M,37,51,1986-03-08,Saturday
11265,3,8,1986,14,NL,F,33,188,1986-03-08,Saturday
11267,3,8,1986,14,OT,M,20,23,1986-03-08,Saturday
11268,3,8,1986,12,PE,M,19,19,1986-03-08,Saturday
11269,3,8,1986,12,DM,M,39,52,1986-03-08,Saturday
11270,3,8,1986,12,DM,F,38,37,1986-03-08,Saturday
11271,3,8,1986,24,DM,M,37,45,1986-03-08,Saturday
11272,3,8,1986,23,RM,M,15,9,1986-03-08,Saturday
11273,3,8,1986,22,DM,M,38,53,1986-03-08,Saturday
11274,3,8,1986,12,DM,F,37,48,1986-03-08,Saturday
11275,3,8,1986,14,DM,F,38,37,1986-03-08,Saturday
11276,3,8,1986,23,DO,M,37,59,1986-03-08,Saturday
11277,3,8,1986,14,DM,M,38,49,1986-03-08,Saturday
11278,3,8,1986,6,DO,M,37,55,1986-03-08,Saturday
11279,3,8,1986,6,PE,M,19,20,1986-03-08,Saturday
11282,3,8,1986,22,DS,M,51,12,1986-03-08,Saturday
11283,3,8,1986,19,RM,F,16,10,1986-03-08,Saturday
11284,3,9,1986,2,DM,M,38,44,1986-03-09,Sunday
11287,3,9,1986,11,DS,M,50,126,1986-03-09,Sunday
11288,3,9,1986,9,DM,M,37,42,1986-03-09,Sunday
11289,3,9,1986,4,DO,M,35,52,1986-03-09,Sunday
11291,3,9,1986,2,DM,F,37,40,1986-03-09,Sunday
11292,3,9,1986,9,DM,M,36,45,1986-03-09,Sunday
11293,3,9,1986,11,PP,M,22,15,1986-03-09,Sunday
11294,3,9,1986,9,DS,F,50,131,1986-03-09,Sunday
11295,3,9,1986,8,DO,M,36,54,1986-03-09,Sunday
11296,3,9,1986,9,DM,M,38,48,1986-03-09,Sunday
11297,3,9,1986,13,DM,M,38,47,1986-03-09,Sunday
11298,3,9,1986,4,DM,M,39,46,1986-03-09,Sunday
11299,3,9,1986,3,RM,F,16,7,1986-03-09,Sunday
11300,3,9,1986,4,DS,F,49,116,1986-03-09,Sunday
11302,3,9,1986,3,NL,F,30,173,1986-03-09,Sunday
11303,3,9,1986,1,DS,M,53,156,1986-03-09,Sunday
11304,3,9,1986,2,DM,M,36,48,1986-03-09,Sunday
11305,3,9,1986,2,DM,F,36,49,1986-03-09,Sunday
11306,3,9,1986,5,DM,F,36,44,1986-03-09,Sunday
11307,3,9,1986,11,DM,M,37,48,1986-03-09,Sunday
11308,3,9,1986,2,DO,F,37,68,1986-03-09,Sunday
11309,3,9,1986,3,RM,F,17,11,1986-03-09,Sunday
11310,3,9,1986,10,RM,M,16,9,1986-03-09,Sunday
11311,3,9,1986,4,OL,M,19,38,1986-03-09,Sunday
11313,3,9,1986,4,DS,M,47,130,1986-03-09,Sunday
11314,3,9,1986,11,RM,M,18,10,1986-03-09,Sunday
11315,3,9,1986,2,PE,M,19,19,1986-03-09,Sunday
11316,3,9,1986,2,DM,F,36,38,1986-03-09,Sunday
11317,3,9,1986,5,DO,F,38,56,1986-03-09,Sunday
11318,3,9,1986,11,PE,M,20,19,1986-03-09,Sunday
11319,3,9,1986,13,DM,M,37,46,1986-03-09,Sunday
11320,3,9,1986,4,DS,F,51,124,1986-03-09,Sunday
11321,3,9,1986,5,DM,F,36,41,1986-03-09,Sunday
11322,3,9,1986,8,DS,F,50,131,1986-03-09,Sunday
11323,3,9,1986,11,DM,F,37,42,1986-03-09,Sunday
11324,3,9,1986,8,DS,M,52,147,1986-03-09,Sunday
11325,3,9,1986,10,RM,F,16,10,1986-03-09,Sunday
11326,3,9,1986,9,DM,F,38,43,1986-03-09,Sunday
11327,3,9,1986,2,DM,M,37,50,1986-03-09,Sunday
11328,3,9,1986,1,DM,M,38,51,1986-03-09,Sunday
11329,3,9,1986,2,NL,M,34,240,1986-03-09,Sunday
11330,3,9,1986,1,DM,M,36,45,1986-03-09,Sunday
11331,3,9,1986,10,RM,M,17,10,1986-03-09,Sunday
11332,3,9,1986,1,DS,F,51,134,1986-03-09,Sunday
11334,3,9,1986,4,DM,M,37,43,1986-03-09,Sunday
11335,3,9,1986,9,DM,M,36,47,1986-03-09,Sunday
11336,3,9,1986,7,PE,F,20,24,1986-03-09,Sunday
11337,3,9,1986,3,PE,F,20,22,1986-03-09,Sunday
11338,3,9,1986,11,DM,F,35,40,1986-03-09,Sunday
11339,3,9,1986,7,RM,F,17,12,1986-03-09,Sunday
11341,4,12,1986,12,DO,M,34,49,1986-04-12,Saturday
11344,4,12,1986,17,DM,F,36,43,1986-04-12,Saturday
11345,4,12,1986,12,DO,F,36,55,1986-04-12,Saturday
11346,4,12,1986,24,PM,M,19,18,1986-04-12,Saturday
11347,4,12,1986,14,DM,F,37,39,1986-04-12,Saturday
11348,4,12,1986,12,DS,M,48,120,1986-04-12,Saturday
11349,4,12,1986,22,DM,M,36,45,1986-04-12,Saturday
11350,4,12,1986,14,DM,F,35,48,1986-04-12,Saturday
11351,4,12,1986,23,RM,M,15,10,1986-04-12,Saturday
11352,4,12,1986,16,RM,M,16,10,1986-04-12,Saturday
11353,4,12,1986,24,DM,F,35,40,1986-04-12,Saturday
11354,4,12,1986,17,DO,F,36,57,1986-04-12,Saturday
11355,4,12,1986,12,DM,M,38,52,1986-04-12,Saturday
11356,4,12,1986,14,NL,F,33,180,1986-04-12,Saturday
11357,4,12,1986,14,DM,M,36,52,1986-04-12,Saturday
11358,4,12,1986,22,PE,M,19,21,1986-04-12,Saturday
11360,4,12,1986,22,DM,M,35,30,1986-04-12,Saturday
11361,4,12,1986,20,DM,M,38,42,1986-04-12,Saturday
11362,4,12,1986,14,OL,M,21,38,1986-04-12,Saturday
11363,4,12,1986,22,DM,M,35,47,1986-04-12,Saturday
11364,4,12,1986,12,DM,M,36,48,1986-04-12,Saturday
11365,4,12,1986,6,DO,M,36,53,1986-04-12,Saturday
11366,4,12,1986,14,OL,F,20,27,1986-04-12,Saturday
11367,4,12,1986,17,NL,F,33,192,1986-04-12,Saturday
11368,4,12,1986,12,DM,F,34,43,1986-04-12,Saturday
11369,4,12,1986,17,NL,M,31,99,1986-04-12,Saturday
11370,4,12,1986,18,DM,M,38,54,1986-04-12,Saturday
11371,4,12,1986,12,DM,F,36,46,1986-04-12,Saturday
11372,4,12,1986,12,DM,M,36,42,1986-04-12,Saturday
11373,4,12,1986,22,PE,F,20,27,1986-04-12,Saturday
11374,4,12,1986,22,DS,M,49,125,1986-04-12,Saturday
11375,4,12,1986,19,PP,M,22,17,1986-04-12,Saturday
11378,4,13,1986,5,DM,M,39,53,1986-04-13,Sunday
11379,4,13,1986,9,DM,M,37,47,1986-04-13,Sunday
11380,4,13,1986,11,DS,M,52,120,1986-04-13,Sunday
11381,4,13,1986,9,DS,F,47,130,1986-04-13,Sunday
11382,4,13,1986,8,DO,F,32,57,1986-04-13,Sunday
11383,4,13,1986,5,DM,M,35,41,1986-04-13,Sunday
11384,4,13,1986,8,DS,M,54,150,1986-04-13,Sunday
11385,4,13,1986,1,PM,F,22,26,1986-04-13,Sunday
11386,4,13,1986,5,DO,M,35,58,1986-04-13,Sunday
11387,4,13,1986,2,DM,M,37,42,1986-04-13,Sunday
11388,4,13,1986,2,DM,F,37,42,1986-04-13,Sunday
11391,4,13,1986,2,DM,M,34,26,1986-04-13,Sunday
11392,4,13,1986,5,DM,F,36,42,1986-04-13,Sunday
11393,4,13,1986,9,OL,M,21,39,1986-04-13,Sunday
11394,4,13,1986,4,DS,F,48,74,1986-04-13,Sunday
11395,4,13,1986,3,NL,F,30,176,1986-04-13,Sunday
11396,4,13,1986,4,OL,F,20,34,1986-04-13,Sunday
11397,4,13,1986,4,DO,M,34,50,1986-04-13,Sunday
11399,4,13,1986,1,DS,M,53,157,1986-04-13,Sunday
11400,4,13,1986,4,DS,F,49,125,1986-04-13,Sunday
11401,4,13,1986,5,DM,M,35,52,1986-04-13,Sunday
11402,4,13,1986,11,DM,M,35,46,1986-04-13,Sunday
11403,4,13,1986,13,DM,M,37,48,1986-04-13,Sunday
11404,4,13,1986,1,DM,F,37,22,1986-04-13,Sunday
11405,4,13,1986,1,DM,M,36,42,1986-04-13,Sunday
11406,4,13,1986,4,OL,M,21,41,1986-04-13,Sunday
11407,4,13,1986,5,DO,F,37,54,1986-04-13,Sunday
11408,4,13,1986,2,DM,F,35,49,1986-04-13,Sunday
11409,4,13,1986,4,DM,M,39,49,1986-04-13,Sunday
11410,4,13,1986,1,DS,F,52,135,1986-04-13,Sunday
11411,4,13,1986,11,DM,M,37,49,1986-04-13,Sunday
11414,4,13,1986,1,DS,F,49,125,1986-04-13,Sunday
11415,4,13,1986,5,DM,F,36,43,1986-04-13,Sunday
11416,4,13,1986,9,DM,M,36,45,1986-04-13,Sunday
11417,4,13,1986,1,DS,M,49,129,1986-04-13,Sunday
11418,4,13,1986,5,DO,M,34,24,1986-04-13,Sunday
11419,4,13,1986,8,DS,F,49,124,1986-04-13,Sunday
11420,4,13,1986,13,DM,F,35,52,1986-04-13,Sunday
11421,4,13,1986,2,DM,M,38,44,1986-04-13,Sunday
11422,4,13,1986,1,DM,M,38,52,1986-04-13,Sunday
11423,4,13,1986,3,PP,F,22,19,1986-04-13,Sunday
11424,4,13,1986,3,OT,M,19,15,1986-04-13,Sunday
11425,4,13,1986,1,DO,M,36,51,1986-04-13,Sunday
11426,4,13,1986,4,DS,F,52,125,1986-04-13,Sunday
11427,4,13,1986,5,DO,F,34,26,1986-04-13,Sunday
11428,4,13,1986,9,DM,M,35,45,1986-04-13,Sunday
11429,4,13,1986,9,DM,F,36,49,1986-04-13,Sunday
11430,4,13,1986,4,DM,M,36,42,1986-04-13,Sunday
11431,4,13,1986,11,DM,F,34,40,1986-04-13,Sunday
11432,4,13,1986,9,DM,F,33,26,1986-04-13,Sunday
11433,4,13,1986,3,PP,M,22,17,1986-04-13,Sunday
11434,4,13,1986,11,DM,F,36,45,1986-04-13,Sunday
11435,4,13,1986,13,DM,M,35,46,1986-04-13,Sunday
11436,5,10,1986,12,NL,F,29,91,1986-05-10,Saturday
11437,5,10,1986,24,DM,M,37,45,1986-05-10,Saturday
11438,5,10,1986,24,DM,M,37,44,1986-05-10,Saturday
11439,5,10,1986,24,DM,F,37,39,1986-05-10,Saturday
11440,5,10,1986,17,PE,F,20,29,1986-05-10,Saturday
11441,5,10,1986,12,NL,F,31,98,1986-05-10,Saturday
11442,5,10,1986,24,PE,F,21,26,1986-05-10,Saturday
11443,5,10,1986,20,DM,F,35,44,1986-05-10,Saturday
11444,5,10,1986,14,DM,F,36,39,1986-05-10,Saturday
11445,5,10,1986,12,DS,M,46,118,1986-05-10,Saturday
11446,5,10,1986,21,RM,M,17,10,1986-05-10,Saturday
11447,5,10,1986,12,NL,F,31,205,1986-05-10,Saturday
11448,5,10,1986,18,PM,M,20,18,1986-05-10,Saturday
11450,5,10,1986,12,DO,M,36,48,1986-05-10,Saturday
11451,5,10,1986,14,DM,F,34,39,1986-05-10,Saturday
11452,5,10,1986,12,OT,F,21,33,1986-05-10,Saturday
11453,5,10,1986,21,PM,F,20,21,1986-05-10,Saturday
11454,5,10,1986,18,DM,F,35,26,1986-05-10,Saturday
11455,5,10,1986,18,DM,M,39,52,1986-05-10,Saturday
11456,5,10,1986,17,DM,M,39,50,1986-05-10,Saturday
11457,5,10,1986,17,DM,M,37,37,1986-05-10,Saturday
11458,5,10,1986,18,DM,F,36,50,1986-05-10,Saturday
11459,5,10,1986,12,RM,M,18,11,1986-05-10,Saturday
11460,5,10,1986,6,DO,M,32,46,1986-05-10,Saturday
11461,5,10,1986,18,RM,F,16,13,1986-05-10,Saturday
11462,5,10,1986,12,OT,M,21,26,1986-05-10,Saturday
11463,5,10,1986,22,PP,F,20,16,1986-05-10,Saturday
11464,5,10,1986,12,DM,M,37,50,1986-05-10,Saturday
11465,5,10,1986,20,PM,F,20,22,1986-05-10,Saturday
11466,5,10,1986,21,RM,F,16,13,1986-05-10,Saturday
11467,5,10,1986,14,DM,F,36,37,1986-05-10,Saturday
11468,5,10,1986,14,OL,F,21,29,1986-05-10,Saturday
11469,5,10,1986,17,DO,M,32,52,1986-05-10,Saturday
11470,5,10,1986,6,DO,M,37,52,1986-05-10,Saturday
11471,5,10,1986,14,DM,M,38,50,1986-05-10,Saturday
11472,5,10,1986,6,OL,F,21,33,1986-05-10,Saturday
11473,5,10,1986,14,NL,F,32,180,1986-05-10,Saturday
11474,5,10,1986,6,DO,M,34,53,1986-05-10,Saturday
11477,5,10,1986,12,DM,F,38,42,1986-05-10,Saturday
11478,5,10,1986,22,DM,F,35,45,1986-05-10,Saturday
11479,5,10,1986,20,DM,M,38,46,1986-05-10,Saturday
11480,5,10,1986,24,DM,M,35,42,1986-05-10,Saturday
11481,5,10,1986,22,PE,M,21,21,1986-05-10,Saturday
11483,5,10,1986,6,PE,M,20,23,1986-05-10,Saturday
11484,5,10,1986,12,DM,F,36,43,1986-05-10,Saturday
11485,5,10,1986,23,PE,M,21,23,1986-05-10,Saturday
11486,5,10,1986,19,PM,F,21,15,1986-05-10,Saturday
11488,5,10,1986,22,DS,F,51,114,1986-05-10,Saturday
11489,5,11,1986,2,DM,M,37,44,1986-05-11,Sunday
11490,5,11,1986,3,RM,M,16,11,1986-05-11,Sunday
11491,5,11,1986,11,DM,F,37,50,1986-05-11,Sunday
11492,5,11,1986,11,DS,M,49,115,1986-05-11,Sunday
11493,5,11,1986,8,DS,M,52,144,1986-05-11,Sunday
11494,5,11,1986,13,NL,M,32,123,1986-05-11,Sunday
11496,5,11,1986,2,NL,F,31,163,1986-05-11,Sunday
11497,5,11,1986,5,DO,M,35,59,1986-05-11,Sunday
11498,5,11,1986,2,NL,F,31,82,1986-05-11,Sunday
11499,5,11,1986,9,DS,F,47,134,1986-05-11,Sunday
11500,5,11,1986,3,NL,M,31,138,1986-05-11,Sunday
11501,5,11,1986,1,DM,F,35,43,1986-05-11,Sunday
11503,5,11,1986,5,DM,F,37,45,1986-05-11,Sunday
11504,5,11,1986,9,DM,M,37,46,1986-05-11,Sunday
11505,5,11,1986,8,DS,F,52,128,1986-05-11,Sunday
11506,5,11,1986,4,DO,M,36,50,1986-05-11,Sunday
11508,5,11,1986,4,DS,F,48,121,1986-05-11,Sunday
11509,5,11,1986,13,DM,M,37,46,1986-05-11,Sunday
11510,5,11,1986,1,DM,M,37,52,1986-05-11,Sunday
11511,5,11,1986,1,DM,M,37,43,1986-05-11,Sunday
11512,5,11,1986,3,PP,F,23,19,1986-05-11,Sunday
11513,5,11,1986,11,PM,M,20,20,1986-05-11,Sunday
11514,5,11,1986,2,DM,M,38,37,1986-05-11,Sunday
11515,5,11,1986,2,DM,F,34,43,1986-05-11,Sunday
11516,5,11,1986,1,DS,F,49,84,1986-05-11,Sunday
11517,5,11,1986,1,DS,M,49,129,1986-05-11,Sunday
11518,5,11,1986,11,PE,M,20,21,1986-05-11,Sunday
11519,5,11,1986,8,DS,F,49,103,1986-05-11,Sunday
11520,5,11,1986,5,DM,F,37,43,1986-05-11,Sunday
11521,5,11,1986,3,OT,M,21,21,1986-05-11,Sunday
11522,5,11,1986,1,DS,M,52,152,1986-05-11,Sunday
11523,5,11,1986,5,DO,M,37,38,1986-05-11,Sunday
11525,5,11,1986,4,DM,M,36,44,1986-05-11,Sunday
11527,5,11,1986,4,DS,F,50,123,1986-05-11,Sunday
11528,5,11,1986,5,DO,F,37,39,1986-05-11,Sunday
11529,5,11,1986,9,NL,M,33,198,1986-05-11,Sunday
11530,5,11,1986,9,DM,M,37,45,1986-05-11,Sunday
11532,5,11,1986,9,DM,F,37,47,1986-05-11,Sunday
11533,5,11,1986,3,OT,F,17,9,1986-05-11,Sunday
11534,5,11,1986,11,DM,F,34,24,1986-05-11,Sunday
11535,5,11,1986,2,DM,M,34,46,1986-05-11,Sunday
11537,5,11,1986,7,RM,F,17,7,1986-05-11,Sunday
11538,5,11,1986,11,PE,M,18,20,1986-05-11,Sunday
11539,5,11,1986,13,DM,M,36,47,1986-05-11,Sunday
11541,5,11,1986,15,RM,M,15,9,1986-05-11,Sunday
11542,5,11,1986,15,RM,F,17,18,1986-05-11,Sunday
11543,6,4,1986,24,NL,F,35,138,1986-06-04,Wednesday
11544,6,4,1986,14,DM,M,38,49,1986-06-04,Wednesday
11545,6,4,1986,18,DM,F,37,32,1986-06-04,Wednesday
11546,6,4,1986,24,DM,M,37,50,1986-06-04,Wednesday
11547,6,4,1986,19,PM,F,21,26,1986-06-04,Wednesday
11548,6,4,1986,24,DM,F,37,38,1986-06-04,Wednesday
11549,6,4,1986,12,NL,F,32,185,1986-06-04,Wednesday
11550,6,4,1986,12,DS,M,49,119,1986-06-04,Wednesday
11551,6,4,1986,14,DM,F,35,41,1986-06-04,Wednesday
11552,6,4,1986,18,DM,F,35,42,1986-06-04,Wednesday
11553,6,4,1986,23,OT,M,21,19,1986-06-04,Wednesday
11554,6,4,1986,17,DM,M,36,35,1986-06-04,Wednesday
11555,6,4,1986,19,PM,M,20,19,1986-06-04,Wednesday
11556,6,4,1986,12,DO,F,37,52,1986-06-04,Wednesday
11557,6,4,1986,17,DO,F,36,61,1986-06-04,Wednesday
11558,6,4,1986,14,DM,F,36,40,1986-06-04,Wednesday
11559,6,4,1986,24,OT,F,21,27,1986-06-04,Wednesday
11560,6,4,1986,20,NL,F,27,68,1986-06-04,Wednesday
11561,6,4,1986,14,OL,F,19,36,1986-06-04,Wednesday
11562,6,4,1986,24,DM,F,36,24,1986-06-04,Wednesday
11563,6,4,1986,14,DM,M,38,50,1986-06-04,Wednesday
11564,6,4,1986,6,DO,M,37,55,1986-06-04,Wednesday
11565,6,4,1986,12,DM,F,37,44,1986-06-04,Wednesday
11567,6,4,1986,21,NL,F,32,98,1986-06-04,Wednesday
11568,6,4,1986,23,PE,F,21,23,1986-06-04,Wednesday
11569,6,4,1986,23,OT,F,20,19,1986-06-04,Wednesday
11570,6,4,1986,14,DM,F,36,36,1986-06-04,Wednesday
11571,6,4,1986,19,PM,F,21,23,1986-06-04,Wednesday
11572,6,4,1986,12,DM,M,34,26,1986-06-04,Wednesday
11573,6,4,1986,18,DM,M,39,52,1986-06-04,Wednesday
11574,6,4,1986,12,DM,M,37,43,1986-06-04,Wednesday
11575,6,4,1986,14,NL,F,33,183,1986-06-04,Wednesday
11576,6,4,1986,18,PM,F,21,24,1986-06-04,Wednesday
11577,6,4,1986,24,DM,M,37,43,1986-06-04,Wednesday
11578,6,4,1986,23,DO,F,36,45,1986-06-04,Wednesday
11579,6,4,1986,12,DM,F,37,41,1986-06-04,Wednesday
11580,6,4,1986,20,DM,M,37,46,1986-06-04,Wednesday
11581,6,4,1986,17,NL,F,33,182,1986-06-04,Wednesday
11582,6,4,1986,22,DM,F,35,40,1986-06-04,Wednesday
11584,6,5,1986,2,DM,M,37,47,1986-06-05,Thursday
11585,6,5,1986,11,DM,F,38,44,1986-06-05,Thursday
11586,6,5,1986,3,NL,F,32,174,1986-06-05,Thursday
11587,6,5,1986,3,PP,F,22,18,1986-06-05,Thursday
11588,6,5,1986,4,DO,M,36,52,1986-06-05,Thursday
11589,6,5,1986,8,DO,F,35,58,1986-06-05,Thursday
11590,6,5,1986,3,PP,F,22,14,1986-06-05,Thursday
11591,6,5,1986,1,DM,M,37,42,1986-06-05,Thursday
11592,6,5,1986,3,NL,M,32,123,1986-06-05,Thursday
11593,6,5,1986,9,DO,F,36,49,1986-06-05,Thursday
11594,6,5,1986,9,DS,F,49,121,1986-06-05,Thursday
11595,6,5,1986,2,DM,M,37,47,1986-06-05,Thursday
11596,6,5,1986,4,DM,M,37,47,1986-06-05,Thursday
11597,6,5,1986,5,DO,M,38,59,1986-06-05,Thursday
11598,6,5,1986,5,DM,M,38,50,1986-06-05,Thursday
11599,6,5,1986,7,RM,F,17,10,1986-06-05,Thursday
11600,6,5,1986,2,DM,M,37,36,1986-06-05,Thursday
11601,6,5,1986,3,PP,M,21,16,1986-06-05,Thursday
11602,6,5,1986,9,DM,F,37,41,1986-06-05,Thursday
11603,6,5,1986,11,DO,F,34,22,1986-06-05,Thursday
11604,6,5,1986,5,DM,F,38,45,1986-06-05,Thursday
11605,6,5,1986,7,PE,F,19,23,1986-06-05,Thursday
11607,6,5,1986,1,DS,M,51,152,1986-06-05,Thursday
11608,6,5,1986,2,DM,F,37,53,1986-06-05,Thursday
11609,6,5,1986,11,DM,F,37,39,1986-06-05,Thursday
11610,6,5,1986,1,DS,M,49,129,1986-06-05,Thursday
11611,6,5,1986,2,NL,F,32,110,1986-06-05,Thursday
11612,6,5,1986,4,DS,F,50,116,1986-06-05,Thursday
11613,6,5,1986,13,DM,M,38,48,1986-06-05,Thursday
11614,6,5,1986,5,DM,F,37,42,1986-06-05,Thursday
11615,6,5,1986,3,OL,F,20,29,1986-06-05,Thursday
11616,6,5,1986,10,RM,M,17,11,1986-06-05,Thursday
11617,6,5,1986,1,DM,F,35,32,1986-06-05,Thursday
11618,6,5,1986,13,DM,M,37,46,1986-06-05,Thursday
11619,6,5,1986,7,RM,M,16,10,1986-06-05,Thursday
11620,6,5,1986,9,DM,M,38,46,1986-06-05,Thursday
11622,6,5,1986,2,DO,F,37,57,1986-06-05,Thursday
11623,6,5,1986,3,PP,F,22,14,1986-06-05,Thursday
11624,6,5,1986,13,DM,F,36,45,1986-06-05,Thursday
11625,6,5,1986,3,OT,M,20,21,1986-06-05,Thursday
11627,6,5,1986,5,DO,M,36,44,1986-06-05,Thursday
11628,6,5,1986,2,NL,M,34,227,1986-06-05,Thursday
11629,6,5,1986,8,DM,M,38,45,1986-06-05,Thursday
11630,6,5,1986,4,DM,M,36,43,1986-06-05,Thursday
11631,6,5,1986,9,DM,M,38,48,1986-06-05,Thursday
11633,7,3,1986,22,PP,F,21,18,1986-07-03,Thursday
11634,7,3,1986,22,DM,M,35,46,1986-07-03,Thursday
11635,7,3,1986,14,DM,M,35,50,1986-07-03,Thursday
11636,7,3,1986,6,DO,M,34,45,1986-07-03,Thursday
11637,7,3,1986,17,DM,M,35,37,1986-07-03,Thursday
11638,7,3,1986,24,DM,F,34,39,1986-07-03,Thursday
11640,7,3,1986,16,RM,F,15,10,1986-07-03,Thursday
11641,7,3,1986,12,DO,M,33,45,1986-07-03,Thursday
11642,7,3,1986,23,RM,F,18,11,1986-07-03,Thursday
11643,7,3,1986,12,DS,M,47,123,1986-07-03,Thursday
11644,7,3,1986,12,PE,M,18,23,1986-07-03,Thursday
11645,7,3,1986,12,DO,M,33,42,1986-07-03,Thursday
11646,7,3,1986,19,PM,F,20,22,1986-07-03,Thursday
11647,7,3,1986,17,DM,F,35,36,1986-07-03,Thursday
11648,7,3,1986,20,DM,F,35,42,1986-07-03,Thursday
11650,7,3,1986,14,NL,F,34,188,1986-07-03,Thursday
11651,7,3,1986,12,NL,F,30,134,1986-07-03,Thursday
11652,7,3,1986,14,DM,F,35,44,1986-07-03,Thursday
11653,7,3,1986,24,DM,M,35,48,1986-07-03,Thursday
11654,7,3,1986,14,DM,M,35,55,1986-07-03,Thursday
11656,7,3,1986,24,DM,F,35,34,1986-07-03,Thursday
11657,7,3,1986,12,DM,M,36,50,1986-07-03,Thursday
11658,7,3,1986,22,DM,M,33,30,1986-07-03,Thursday
11659,7,3,1986,17,DO,F,36,54,1986-07-03,Thursday
11660,7,3,1986,21,PF,F,15,7,1986-07-03,Thursday
11661,7,3,1986,6,DO,M,36,53,1986-07-03,Thursday
11662,7,3,1986,20,NL,F,30,214,1986-07-03,Thursday
11663,7,3,1986,14,DM,F,34,41,1986-07-03,Thursday
11664,7,3,1986,19,OT,M,18,14,1986-07-03,Thursday
11665,7,3,1986,12,DM,M,35,35,1986-07-03,Thursday
11666,7,3,1986,19,PM,M,20,20,1986-07-03,Thursday
11667,7,3,1986,16,RM,M,14,9,1986-07-03,Thursday
11668,7,3,1986,17,NL,F,30,70,1986-07-03,Thursday
11670,7,3,1986,20,DM,M,35,45,1986-07-03,Thursday
11671,7,3,1986,14,DM,F,35,39,1986-07-03,Thursday
11673,7,3,1986,6,PP,F,21,17,1986-07-03,Thursday
11674,7,3,1986,17,DO,M,34,54,1986-07-03,Thursday
11675,7,3,1986,24,DM,M,35,43,1986-07-03,Thursday
11676,7,3,1986,12,DM,F,36,42,1986-07-03,Thursday
11677,7,3,1986,21,PM,F,19,26,1986-07-03,Thursday
11678,7,3,1986,22,DS,M,48,64,1986-07-03,Thursday
11679,7,3,1986,19,PM,M,19,12,1986-07-03,Thursday
11680,7,3,1986,12,DM,F,36,50,1986-07-03,Thursday
11681,7,3,1986,24,DM,F,34,24,1986-07-03,Thursday
11682,7,3,1986,22,DM,F,36,48,1986-07-03,Thursday
11684,7,4,1986,2,DM,M,37,47,1986-07-04,Friday
11685,7,4,1986,10,RM,M,16,12,1986-07-04,Friday
11686,7,4,1986,9,DO,F,36,46,1986-07-04,Friday
11687,7,4,1986,5,DM,M,36,52,1986-07-04,Friday
11688,7,4,1986,11,DM,F,35,29,1986-07-04,Friday
11689,7,4,1986,8,DO,F,33,53,1986-07-04,Friday
11690,7,4,1986,11,DO,F,34,29,1986-07-04,Friday
11692,7,4,1986,1,DM,M,35,40,1986-07-04,Friday
11693,7,4,1986,4,DO,M,35,51,1986-07-04,Friday
11694,7,4,1986,8,DS,M,54,157,1986-07-04,Friday
11695,7,4,1986,2,DM,F,35,43,1986-07-04,Friday
11696,7,4,1986,4,DM,M,36,46,1986-07-04,Friday
11697,7,4,1986,11,DM,M,33,24,1986-07-04,Friday
11698,7,4,1986,7,RM,F,18,13,1986-07-04,Friday
11699,7,4,1986,5,DM,F,36,44,1986-07-04,Friday
11700,7,4,1986,10,RM,F,14,8,1986-07-04,Friday
11701,7,4,1986,10,RM,M,15,11,1986-07-04,Friday
11702,7,4,1986,9,DM,M,35,45,1986-07-04,Friday
11703,7,4,1986,5,DO,M,36,58,1986-07-04,Friday
11704,7,4,1986,11,NL,M,30,113,1986-07-04,Friday
11705,7,4,1986,13,OL,F,19,42,1986-07-04,Friday
11706,7,4,1986,1,DM,F,36,45,1986-07-04,Friday
11707,7,4,1986,13,DM,M,37,45,1986-07-04,Friday
11708,7,4,1986,1,DS,M,47,125,1986-07-04,Friday
11709,7,4,1986,2,NL,F,31,184,1986-07-04,Friday
11710,7,4,1986,11,DM,F,33,24,1986-07-04,Friday
11711,7,4,1986,8,DS,F,47,134,1986-07-04,Friday
11712,7,4,1986,3,PP,F,21,16,1986-07-04,Friday
11713,7,4,1986,4,OL,F,17,35,1986-07-04,Friday
11714,7,4,1986,9,DM,F,35,40,1986-07-04,Friday
11715,7,4,1986,13,DM,M,35,49,1986-07-04,Friday
11716,7,4,1986,4,DS,F,47,129,1986-07-04,Friday
11717,7,4,1986,1,DM,F,34,44,1986-07-04,Friday
11719,7,4,1986,7,PE,M,20,17,1986-07-04,Friday
11720,7,4,1986,4,DM,M,34,43,1986-07-04,Friday
11721,7,4,1986,11,DM,F,35,30,1986-07-04,Friday
11722,7,4,1986,2,DM,M,35,36,1986-07-04,Friday
11723,7,4,1986,7,RM,M,16,10,1986-07-04,Friday
11724,7,4,1986,3,OT,M,20,30,1986-07-04,Friday
11725,7,4,1986,5,DM,F,35,41,1986-07-04,Friday
11726,7,4,1986,11,DM,F,35,35,1986-07-04,Friday
11727,7,4,1986,3,PP,F,22,20,1986-07-04,Friday
11728,7,4,1986,3,PP,F,22,16,1986-07-04,Friday
